0.0052151-0.0049831i,-0.0020334+0.0040546i,-0.0037923-0.0023245i,0.016151-0.0012806i,-0.05295+0.011427i,0.78932-0.1962i,0.12799-0.026894i,-0.070935-0.0017758i,-0.10709+0.35375i,-0.10518+0.088286i,0.122-0.082824i,0.17871-0.12076i,0.017578-0.00088926i
-0.0037481+0.02683i,0.0027395-0.031375i,-0.00098422+0.038613i,-0.002427-0.052392i,0.011284+0.090626i,-0.1581-0.83579i,-0.014926-0.094466i,-0.013481+0.049597i,0.36549-0.20986i,0.059483-0.015654i,-0.007436-0.0084717i,0.29355-0.20348i,-0.1024+0.080377i
-0.0076302-0.02601i,0.010311+0.030022i,-0.014629-0.036362i,0.022714+0.048388i,-0.043998-0.081845i,0.42511+0.73948i,0.038993+0.08394i,0.0045664-0.049226i,-0.31079+0.28936i,-0.045123+0.031468i,-0.0050932+0.0020001i,-0.24677+0.24393i,0.063679-0.095892i
0.01675+0.020362i,-0.020762-0.023211i,0.027124+0.027729i,-0.038962-0.03641i,0.070341+0.061102i,-0.64462-0.5597i,-0.060342-0.068712i,0.0057288+0.049237i,0.2363-0.35705i,0.030439-0.038655i,0.015106-0.0052952i,0.20036-0.26699i,-0.032382+0.089076i
-0.021739-0.012286i,0.026505+0.013587i,-0.034062-0.015695i,0.048194+0.019957i,-0.086079-0.033031i,0.79131+0.31848i,0.078573+0.047558i,-0.018685-0.046525i,-0.14375+0.40516i,-0.019639+0.041556i,-0.017466+0.012184i,-0.16197+0.28092i,0.019915-0.074011i
0.022782+0.0045437i,-0.02767-0.0042199i,0.035475+0.0037566i,-0.050225-0.0032026i,0.09036+0.0032914i,-0.85022-0.044772i,-0.090838-0.019517i,0.03214+0.037772i,0.039886-0.42646i,0.011882-0.045548i,0.013612-0.015174i,0.13019-0.29594i,-0.023217+0.067916i
-0.029696+0.008644i,0.033215-0.011643i,-0.038391+0.016767i,0.047488-0.02717i,-0.071108+0.057602i,0.5167-0.67095i,0.040177-0.097821i,-0.021632+0.062406i,0.36881-0.18852i,0.10297+0.0175i,-0.11497-0.045847i,-0.153-0.18374i,-0.044437+0.03688i
0.023239-0.016307i,-0.025357+0.020241i,0.028302-0.026723i,-0.033175+0.039476i,0.045189-0.075901i,-0.2673+0.80059i,-0.01131+0.10698i,0.0071071-0.066516i,-0.31664+0.2715i,-0.09813+0.0070542i,0.11224+0.020253i,0.18694+0.17466i,0.019599-0.058761i
-0.015412+0.0203i,0.015936-0.024523i,-0.016368+0.031398i,0.016521-0.044799i,-0.015655+0.082875i,-0.0097071-0.84013i,-0.019925-0.10902i,0.0087695+0.069199i,0.24537-0.34301i,0.088486-0.024999i,-0.10491-0.0027634i,-0.2208-0.15036i,0.0094249+0.059143i
0.0082103-0.021155i,-0.0072579+0.025053i,0.0053309-0.031385i,-0.00098139+0.043745i,-0.012404-0.079046i,0.28219+0.78668i,0.052793+0.10223i,-0.027557-0.068616i,-0.15566+0.397i,-0.079209+0.037607i,0.099733-0.0086406i,0.24449+0.11461i,-0.026391-0.043589i
-0.0025439+0.020377i,0.00044484-0.023516i,0.0033687+0.028598i,-0.01144-0.038539i,0.035528+0.067178i,-0.52017-0.64865i,-0.084516-0.08435i,0.048376+0.061467i,0.051944-0.42625i,0.072137-0.049293i,-0.099052+0.020142i,-0.25419-0.077197i,0.025093+0.027623i
-0.0020487-0.019303i,0.004909+0.021467i,-0.01001-0.024885i,0.020707+0.03148i,-0.052624-0.050518i,0.69947+0.44319i,0.11005+0.054728i,-0.067344-0.045532i,0.057003+0.4256i,-0.064583+0.063873i,0.099209-0.037237i,0.2547+0.047147i,-0.013382-0.025769i
0.0067234+0.018148i,-0.010019-0.019266i,0.015832+0.020834i,-0.027967-0.023576i,0.064221+0.03118i,-0.80336-0.19288i,-0.12369-0.016045i,0.079213+0.021879i,-0.16021-0.39485i,0.05141-0.081188i,-0.093143+0.060287i,-0.25594-0.026443i,0.0076193+0.041251i
-0.012153-0.015901i,0.015629+0.015937i,-0.021641-0.015578i,0.034033+0.014271i,-0.070852-0.0097182i,0.82264-0.076936i,0.12172-0.025658i,-0.080245+0.0048554i,0.24815+0.33915i,-0.029018+0.096437i,0.075533-0.08353i,0.26579+0.0084651i,-0.021225-0.063296i
0.017676+0.011185i,-0.021076-0.010081i,0.026772+0.0077651i,-0.038231-0.0024571i,0.071805-0.01389i,-0.75525+0.33974i,-0.10433+0.062927i,0.070454-0.028452i,-0.31572-0.26684i,-0.0014322-0.10278i,-0.047023+0.098332i,-0.28419+0.017645i,0.054985+0.07395i
-0.021408-0.0035076i,0.024386+0.0012247i,-0.029168+0.0029877i,0.038468-0.011958i,-0.065163+0.038633i,0.60642-0.56891i,0.075737-0.089769i,-0.053729+0.044171i,0.36275+0.18576i,0.033799+0.095584i,0.014631-0.098595i,0.30238-0.059555i,-0.09565-0.059939i
0.021306-0.0059633i,-0.023414+0.0093309i,0.026611-0.015168i,-0.032549+0.027054i,0.049221-0.061459i,-0.38949+0.73927i,-0.042199+0.10376i,0.035689-0.050973i,-0.39175-0.10048i,-0.059994-0.075515i,0.012024+0.084753i,-0.30798+0.11617i,0.12389+0.021715i
-0.016521+0.014692i,0.017308-0.018816i,-0.018302+0.025691i,0.0199-0.039266i,-0.024314+0.077759i,0.12626-0.83004i,0.0092295-0.10617i,-0.02061+0.051492i,0.40456+0.012178i,0.074366+0.048412i,-0.026281-0.063699i,0.29265-0.17766i,-0.12639+0.026374i
0.008138-0.020014i,-0.0073126+0.02433i,0.0057457-0.03136i,-0.0025152+0.044992i,-0.0062159-0.083216i,0.15416+0.82849i,0.020322+0.10012i,0.0094044-0.049805i,-0.40015+0.078997i,-0.07661-0.021979i,0.028144+0.044625i,-0.25718+0.23108i,0.10413-0.064965i
0.0012303+0.020573i,-0.0036592-0.0244i,0.0077235+0.030574i,-0.015575-0.042485i,0.036709+0.075938i,-0.41887-0.73328i,-0.04621-0.088109i,8.6954e-05+0.048504i,0.37508-0.17075i,0.071302+0.0014364i,-0.023725-0.03349i,0.2108-0.26804i,-0.071384+0.081773i
-0.008787-0.017036i,0.012486+0.019773i,-0.018536-0.024198i,0.03009+0.032827i,-0.061285-0.057548i,0.63639+0.55553i,0.068968+0.070595i,-0.010743-0.047027i,-0.32636+0.25692i,-0.06442+0.013046i,0.020799+0.029748i,-0.16507+0.28922i,0.046059-0.078928i
0.013008+0.011618i,-0.017427-0.012909i,0.024639+0.015026i,-0.03846-0.019333i,0.076145+0.032503i,-0.7819-0.31713i,-0.087722-0.046506i,0.02339+0.042356i,0.25472-0.32865i,0.059159-0.025462i,-0.023437-0.02746i,0.12646-0.3029i,-0.037846+0.070706i
-0.028804-0.0073523i,0.033071+0.0057727i,-0.039611-0.0026723i,0.051601-0.0042474i,-0.083857+0.025615i,0.70365-0.46303i,0.070981-0.083545i,-0.040942+0.050915i,0.39814+0.046464i,0.092694+0.072761i,-0.10677-0.087335i,-0.18428-0.10844i,-0.030027-0.028071i
0.0283-0.0020382i,-0.031687+0.0049791i,0.036707-0.010117i,-0.045611+0.020668i,0.06896-0.051512i,-0.51322+0.66648i,-0.042855+0.1011i,0.025614-0.058892i,-0.39743+0.048383i,-0.10617-0.0463i,0.1206+0.05878i,0.19486+0.10159i,0.032162-0.0025083i
-0.024476+0.0098026i,0.026525-0.013634i,-0.029367+0.020075i,0.034075-0.032901i,-0.045793+0.069626i,0.26626-0.79542i,0.011702-0.11072i,-0.010263+0.06405i,0.37618-0.14237i,0.11018+0.020461i,-0.12385-0.032304i,-0.21357-0.087395i,-0.01618+0.021959i
0.018941-0.014849i,-0.019474+0.018957i,0.019875-0.025765i,-0.019921+0.039192i,0.018777-0.077476i,0.0083462+0.83529i,0.021701+0.1122i,-0.0065447-0.06706i,-0.33236+0.23142i,-0.10885+0.0014619i,0.1223+0.011744i,0.23143+0.061474i,-0.0029415-0.022678i
-0.013378+0.017436i,0.012513-0.021245i,-0.01063+0.027525i,0.0062383-0.039905i,0.0073807+0.075361i,-0.27888-0.78303i,-0.056206-0.10401i,0.025995+0.066167i,0.26542-0.3085i,0.10643-0.020536i,-0.1218+0.0048957i,-0.23951-0.027861i,0.010272+0.010953i
0.0085605-0.018714i,-0.0066045+0.021824i,0.0028905-0.026907i,0.0051717+0.036903i,-0.029454-0.065685i,0.51561+0.64676i,0.088746+0.084221i,-0.046922-0.058342i,-0.17879+0.36531i,-0.10394+0.040572i,0.12385-0.023306i,0.2353-0.004025i,-0.0013496-0.0020614i
-0.0040673+0.019688i,0.0013703-0.021902i,0.0036119+0.025395i,-0.014285-0.032103i,0.046385+0.051297i,-0.69446-0.44324i,-0.1142-0.052621i,0.06536+0.041758i,0.080397-0.3955i,0.098196-0.064457i,-0.12422+0.048064i,-0.22457+0.026171i,-0.014625+0.0091887i
-0.0010931-0.020346i,0.0042427+0.021591i,-0.0099585-0.023305i,0.022094+0.026215i,-0.058553-0.033989i,0.7986+0.19473i,0.12702+0.012273i,-0.076227-0.017842i,0.01952+0.39744i,-0.084042+0.091012i,0.11583-0.078463i,0.21748-0.037921i,0.02102-0.03367i
0.0073958+0.019589i,-0.010772-0.01981i,0.016738+0.019649i,-0.029181-0.018541i,0.066249+0.014147i,-0.81859+0.073595i,-0.12377+0.030575i,0.076114-0.0086043i,-0.11192-0.37462i,0.058271-0.11461i,-0.093874+0.1079i,-0.22146+0.046974i,-0.005308+0.063186i
-0.01404-0.016063i,0.017399+0.015177i,-0.023109-0.013082i,0.034678+0.0079749i,-0.068539+0.0082526i,0.75216-0.33522i,0.10495-0.068477i,-0.065365+0.03144i,0.19177+0.33343i,-0.022629+0.12794i,0.059724-0.12736i,0.23565-0.064641i,-0.03183-0.079254i
0.019102+0.0093254i,-0.022098-0.0072733i,0.026952+0.0032816i,-0.03641+0.0055065i,0.063412-0.032117i,-0.60449+0.56342i,-0.074932+0.095588i,0.048026-0.046174i,-0.25832-0.27966i,-0.016242-0.12626i,-0.020979+0.13081i,-0.25066+0.098439i,0.076006+0.069124i
-0.020576-0.0005313i,0.022759-0.002605i,-0.026077+0.0082306i,0.032209-0.019961i,-0.049184+0.054351i,0.38896-0.733i,0.039946-0.10961i,-0.029643+0.052004i,0.31285+0.21608i,0.049991+0.11021i,-0.012519-0.11891i,0.25408-0.14691i,-0.10768-0.034179i
0.017643-0.0079001i,-0.018562+0.011799i,0.019726-0.018476i,-0.021549+0.031919i,0.026255-0.070432i,-0.12749+0.82325i,-0.0053922+0.1118i,0.014286-0.051622i,-0.35544-0.14258i,-0.072865-0.085452i,0.03417+0.09854i,-0.23792+0.20016i,0.11418-0.010756i
-0.011313+0.013492i,0.010682-0.0176i,-0.0093415+0.024454i,0.0063744-0.037979i,0.0020647+0.076249i,-0.1508-0.82172i,-0.025919-0.10507i,-0.0027134+0.04894i,0.38312+0.058674i,0.084368+0.059313i,-0.044003-0.078553i,0.20337-0.24575i,-0.097294+0.046799i
0.0039709-0.015047i,-0.001806+0.018707i,-0.0019688-0.024746i,0.0095085+0.036593i,-0.030334-0.070126i,0.41322+0.72733i,0.053569+0.0917i,-0.0071593-0.046279i,-0.39063+0.033368i,-0.088559-0.036528i,0.047775+0.064353i,-0.15955+0.27617i,0.071364-0.062891i
0.0019213+0.013255i,-0.0052939-0.015896i,0.010996+0.02026i,-0.022192-0.028899i,0.05306+0.053762i,-0.62871-0.55134i,-0.077706-0.07201i,0.017885+0.042919i,0.37339-0.12708i,0.090514+0.017009i,-0.052414-0.055018i,0.1172-0.29286i,-0.053262+0.06232i
-0.019863-0.018539i,0.024255+0.01837i,-0.031313-0.017438i,0.044814+0.014554i,-0.082271-0.0043586i,0.8103-0.2105i,0.098298-0.05551i,-0.056042+0.029916i,0.29442+0.25851i,0.048329+0.11011i,-0.070133-0.11195i,-0.2424-0.048462i,0.021043-0.074161i
0.024802+0.011171i,-0.028918-0.009507i,0.035319+0.0062357i,-0.047198+0.0010029i,0.079398-0.022973i,-0.69861+0.46248i,-0.074438+0.083145i,0.041907-0.04383i,-0.34284-0.18085i,-0.077863-0.094523i,0.098837+0.092858i,0.23042+0.029613i,0.0085363+0.055052i
-0.026233-0.0026323i,0.029486-0.00033441i,-0.034366+0.005581i,0.043127-0.016385i,-0.06632+0.047761i,0.5095-0.66449i,0.045106-0.10174i,-0.026955+0.052514i,0.37442+0.094949i,0.098662+0.071515i,-0.11684-0.066974i,-0.22741-0.015532i,-0.016939-0.029451i
0.024332-0.0050615i,-0.026286+0.0088721i,0.029012-0.015366i,-0.033573+0.02838i,0.045075-0.065553i,-0.26412+0.79266i,-0.012604+0.11173i,0.01183-0.058107i,-0.38662-0.0022829i,-0.11071-0.046915i,0.12499+0.041652i,0.23104-0.0032783i,0.00895+0.013615i
-0.020447+0.010659i,0.020941-0.014722i,-0.021272+0.021552i,0.021195-0.03512i,-0.019813+0.073772i,-0.0089112-0.83239i,-0.022046-0.11298i,0.0047478+0.06128i,0.37568-0.093114i,0.11749+0.023836i,-0.12862-0.020416i,-0.2329+0.030591i,0.00075732-0.014055i
0.016126-0.014205i,-0.01528+0.017977i,0.01338-0.024278i,-0.0089033+0.036784i,-0.0049528-0.072557i,0.27806+0.78055i,0.057483+0.10406i,-0.023806-0.060337i,-0.33933+0.18387i,-0.12251-0.0012265i,0.1329+0.0011472i,0.22508-0.061999i,0.0015661+0.023644i
-0.012118+0.016648i,0.010227-0.019758i,-0.0065358+0.024893i,-0.0015853-0.035031i,0.026105+0.06411i,-0.51375-0.64507i,-0.090494-0.083241i,0.044053+0.052399i,0.27946-0.26102i,0.12604-0.024391i,-0.1385+0.021593i,-0.20627+0.088272i,-0.018733-0.027178i
0.0080529-0.018849i,-0.005439+0.021118i,0.00049161-0.024711i,0.010241+0.031595i,-0.0426-0.051081i,0.69196+0.44257i,0.11591+0.050551i,-0.061509-0.035851i,-0.20255+0.31728i,-0.12434+0.055279i,0.14064-0.051739i,0.18321-0.1022i,0.040216+0.01258i
-0.0030142+0.020723i,-6.3317e-05-0.022077i,0.0057629+0.023939i,-0.017988-0.027056i,0.054752+0.035108i,-0.7958-0.19515i,-0.12827-0.0092566i,0.071212+0.012312i,0.11757-0.34979i,0.11203-0.089497i,-0.1321+0.087769i,-0.16643+0.10424i,-0.049039+0.01984i
-0.0034211-0.021161i,0.006758+0.021533i,-0.012747-0.02155i,0.02533+0.020657i,-0.062759-0.016506i,0.8158-0.072091i,0.1243-0.034286i,-0.069978+0.013348i,-0.032482+0.36041i,-0.08604+0.12075i,0.10833-0.1224i,0.1631-0.10301i,0.033381-0.056428i
0.010456+0.018822i,-0.013817-0.018109i,0.019597+0.016202i,-0.031356-0.011295i,0.065625-0.0047534i,-0.74962+0.33264i,-0.10465+0.07265i,0.058355-0.035085i,-0.048277-0.35353i,0.04838-0.14133i,-0.071163+0.14632i,-0.1718+0.11025i,0.0048887+0.078289i
-0.016227-0.013241i,0.019267+0.011372i,-0.024232-0.0075646i,0.033919-0.001054i,-0.06135+0.027561i,0.60248-0.55974i,0.073713-0.10008i,-0.040461+0.048605i,0.12397+0.3328i,-0.005911+0.14625i,0.02852-0.15348i,0.18281-0.13341i,-0.050546-0.073172i
0.018805+0.0054768i,-0.021071-0.0025284i,0.024536-0.0029211i,-0.030924+0.014513i,0.048328-0.048868i,-0.38787+0.72824i,-0.037664+0.11432i,0.021741-0.053273i,-0.19519-0.29895i,-0.032959-0.13598i,0.0097228+0.14462i,-0.1838+0.17082i,0.084095+0.043239i
-0.01739+0.0022322i,0.018437-0.0059416i,-0.019789+0.012451i,0.021892-0.02578i,-0.027019+0.064311i,0.12783-0.81761i,0.0017864-0.11652i,-0.0060772+0.051781i,0.26082+0.25017i,0.062503+0.11585i,-0.037136-0.12646i,0.16728-0.21274i,-0.093661-0.0035614i
0.012896-0.0076257i,-0.012452+0.011552i,0.01135-0.018253i,-0.0087004+0.031693i,0.00068481-0.070022i,0.14854+0.81568i,0.031121+0.10939i,-0.0058789-0.047857i,-0.31637-0.18483i,-0.082094-0.092601i,0.053811+0.10735i,-0.13483+0.24745i,0.081841-0.027696i
-0.0074815+0.0096731i,0.00557-0.01318i,-0.0020968+0.019103i,-0.0050774-0.030911i,0.025463+0.064559i,-0.40878-0.72166i,-0.060451-0.094926i,0.016108+0.043574i,0.35502+0.1045i,0.095301+0.070331i,-0.065157-0.092013i,0.09539-0.26848i,-0.063008+0.040876i
-0.0073643-0.021437i,0.011412+0.022425i,-0.018262-0.023487i,0.031911+0.024688i,-0.070741-0.026555i,0.82958+0.05718i,0.11494-0.014687i,-0.061979+0.0015406i,0.093327+0.37803i,-0.013505+0.1121i,-0.020118-0.10538i,-0.31091-0.019741i,0.089312-0.081161i
0.015044+0.018727i,-0.019338-0.018353i,0.026344+0.017141i,-0.039881-0.013854i,0.077542+0.0030322i,-0.80582+0.21396i,-0.10068+0.051893i,0.052914-0.021888i,-0.17357-0.34042i,-0.021936-0.11643i,0.054045+0.10475i,0.28693-0.021683i,-0.045772+0.089568i
-0.020902-0.012651i,0.024893+0.01083i,-0.031198-0.0073185i,0.043039-0.00029562i,-0.075313+0.022895i,0.69421-0.46445i,0.076688-0.08049i,-0.0398+0.035623i,0.24397+0.28887i,0.055067+0.10744i,-0.083708-0.090401i,-0.26418+0.048224i,0.013256-0.076072i
0.023397+0.0048859i,-0.026516-0.0018144i,0.031272-0.0036202i,-0.039937+0.014753i,0.063086-0.046723i,-0.50544+0.66523i,-0.047091+0.099743i,0.02596-0.044154i,-0.30318-0.22327i,-0.080912-0.089807i,0.10379+0.068685i,0.24892-0.068399i,-0.00052613+0.056037i
-0.02252+0.0024224i,0.024351-0.0062873i,-0.02695+0.012915i,0.031383-0.026202i,-0.042752+0.063907i,0.2606-0.79241i,0.014276-0.11019i,-0.012015+0.049733i,0.34708+0.14385i,0.099203+0.069072i,-0.11514-0.046679i,-0.23881+0.09128i,0.0021922-0.045047i
0.019565-0.0078775i,-0.019968+0.011959i,0.020192-0.01888i,-0.019983+0.032671i,0.018415-0.071792i,0.01172+0.83135i,0.020718+0.11171i,-0.0033874-0.053055i,-0.37005-0.053911i,-0.11306-0.048011i,0.12287+0.027476i,0.22576-0.11996i,-0.003659+0.048402i
-0.016112+0.011439i,0.015216-0.015216i,-0.013242+0.021591i,0.0086457-0.034293i,0.0054264+0.070486i,-0.28-0.77896i,-0.05651-0.10288i,0.021308+0.05239i,0.36796-0.039422i,0.12545+0.025319i,-0.13163-0.0085956i,-0.20268+0.14947i,-0.0078076-0.05794i
0.012956-0.014049i,-0.011052+0.017176i,0.0073138-0.022394i,0.00091678+0.032727i,-0.025679-0.062199i,0.51471+0.64324i,0.089827+0.081981i,-0.040435-0.044838i,-0.34085+0.12702i,-0.13596+0.0024994i,0.14141-0.015453i,0.16937-0.17054i,0.033456+0.058279i
-0.0097346+0.016616i,0.0071274-0.01893i,-0.0021429+0.022629i,-0.0087079-0.029722i,0.041352+0.049585i,-0.69193-0.44083i,-0.11543-0.049052i,0.056761+0.028821i,0.29346-0.2011i,0.1402-0.037422i,-0.1468+0.048272i,-0.13357+0.17649i,-0.061428-0.038191i
0.0054819-0.019109i,-0.0024107+0.02054i,-0.0033379-0.022533i,0.015713+0.025868i,-0.052822-0.034272i,0.79487+0.19383i,0.12784+0.0074334i,-0.065359-0.0060211i,-0.23308+0.25792i,-0.13238+0.077024i,0.14026-0.087775i,0.10629-0.16868i,0.074302-0.00062668i
0.00032372+0.020449i,-0.0036695-0.020921i,0.0097335+0.021083i,-0.022509-0.020402i,0.060347+0.016552i,-0.81412+0.072698i,-0.12377+0.036467i,0.063139-0.018666i,0.16621-0.29805i,0.10928-0.11451i,-0.11727+0.12617i,-0.094666+0.15652i,-0.060773+0.043383i
-0.0070122-0.019268i,0.010403+0.018671i,-0.016286-0.016909i,0.028277+0.012188i,-0.063005+0.0036321i,0.74744-0.33225i,0.10389-0.075217i,-0.05075+0.039264i,-0.096131+0.32417i,-0.072893+0.1418i,0.079867-0.15387i,0.096947-0.15212i,0.023639-0.070889i
0.012847+0.015012i,-0.015936-0.013268i,0.021028+0.0096009i,-0.030973-0.001135i,0.058889-0.025225i,-0.60017+0.55811i,-0.072567+0.10308i,0.032327-0.051608i,0.022961-0.33792i,0.030053-0.15366i,-0.036074+0.16483i,-0.10327+0.16291i,0.021315+0.071393i
-0.015989-0.0085769i,0.018326+0.0057659i,-0.021941-0.00045344i,0.028603-0.011014i,-0.046495+0.045295i,0.38594-0.72523i,0.035871-0.11777i,-0.013211+0.055159i,0.053902+0.33795i,0.01098+0.15029i,-0.0043822-0.15973i,0.10159-0.18715i,-0.054881-0.047732i
0.015654+0.0019893i,-0.016805+0.001569i,0.018334-0.0079395i,-0.020734+0.021165i,0.026348-0.059677i,-0.12691+0.81332i,0.001019+0.12031i,-0.0028703-0.052574i,-0.13278-0.3206i,-0.044654-0.13656i,0.035367+0.14507i,-0.084982+0.2154i,0.066135+0.015045i
-0.012662+0.0027132i,0.012372-0.0064815i,-0.011494+0.013048i,0.0091763-0.026405i,-0.0016602+0.064765i,-0.14785-0.8105i,-0.035311-0.11315i,0.015344+0.047395i,0.20825+0.28269i,0.070334+0.11851i,-0.057126-0.12854i,0.055448-0.23679i,-0.058558+0.0094035i
0.0030495-0.015959i,0.00041616+0.017756i,-0.0065538-0.020465i,0.019163+0.025422i,-0.055554-0.039044i,0.76455+0.31201i,0.11433+0.033603i,-0.055145-0.029126i,-0.13703+0.36711i,-0.068654+0.074468i,0.02213-0.065315i,-0.3667-0.025058i,0.14628-0.045339i
0.0036418+0.018256i,-0.0076878-0.018976i,0.014603+0.019724i,-0.028435-0.020545i,0.067677+0.021922i,-0.82746-0.050749i,-0.11504+0.0092177i,0.055409+0.0047221i,0.051489-0.37934i,0.04143-0.099607i,0.0033128+0.084097i,0.3465-0.040103i,-0.11027+0.084632i
-0.011232-0.016719i,0.015472+0.016095i,-0.022479-0.014572i,0.036119+0.010884i,-0.074078+0.00050196i,0.80276-0.21943i,0.10138-0.046854i,-0.047269+0.014493i,0.032397+0.37603i,-0.0070641+0.11122i,-0.03466-0.088364i,-0.31472+0.087837i,0.066742-0.097512i
0.017146+0.011535i,-0.021035-0.009495i,0.027277+0.0056951i,-0.039133+0.0023178i,0.071572-0.025515i,-0.69031+0.46895i,-0.078028+0.075772i,0.035508-0.027132i,-0.11473-0.35711i,-0.026534-0.1094i,0.062705+0.07918i,0.28327-0.11982i,-0.033791+0.089096i
-0.019685-0.0045435i,0.022665+0.0013011i,-0.027305+0.0043787i,0.035906-0.015878i,-0.059091+0.048437i,0.50081-0.66862i,0.049169-0.095467i,-0.023415+0.034922i,0.19348+0.32032i,0.054416+0.098673i,-0.082352-0.06291i,-0.25814+0.14466i,0.019269-0.074973i
0.018872-0.0019308i,-0.02055+0.00591i,0.023004-0.012727i,-0.02732+0.026327i,0.038622-0.064578i,-0.25546+0.79441i,-0.017028+0.10662i,0.011367-0.040305i,-0.2632-0.26409i,-0.076433-0.084259i,0.094766+0.046323i,0.23662-0.171i,-0.016846+0.069999i
-0.016162+0.0064291i,0.016421-0.010572i,-0.016499+0.017629i,0.016149-0.03168i,-0.014445+0.071292i,-0.016912-0.83177i,-0.017569-0.10908i,0.0022775+0.043949i,0.31661+0.19049i,0.095675+0.06839i,-0.10515-0.031898i,-0.21065+0.20112i,0.01174-0.078078i
0.013296-0.0090059i,-0.012284+0.01281i,0.010181-0.019284i,-0.0054417+0.032207i,-0.0088103-0.068847i,0.28466+0.77782i,0.053364+0.10123i,-0.018749-0.043933i,-0.34777-0.10592i,-0.11475-0.049176i,0.11784+0.0165i,0.17377-0.22926i,0.0079287+0.089761i
-0.011126+0.010806i,0.0091378-0.013948i,-0.0052942+0.019249i,-0.003078-0.029787i,0.028058+0.059679i,-0.51832-0.64086i,-0.087047-0.081119i,0.036737+0.03715i,0.35497+0.019157i,0.1326+0.022737i,-0.13218+0.0057384i,-0.12685+0.24582i,-0.041898-0.089221i
0.0092071-0.012949i,-0.0065412+0.015281i,0.0014643-0.019067i,0.0095372+0.026361i,-0.042447-0.046625i,0.6941+0.43771i,0.11323+0.048663i,-0.052129-0.02191i,-0.34116+0.062024i,-0.14413+0.01295i,0.14203-0.038383i,0.078648-0.24443i,0.076951+0.065825i
-0.0063834+0.015539i,0.0032662-0.016999i,0.0025755+0.019086i,-0.015125-0.022619i,0.052561+0.031394i,-0.79548-0.19057i,-0.12625-0.0071729i,0.059902-0.00010489i,0.31187-0.13357i,0.14294-0.055219i,-0.13938+0.079001i,-0.040812+0.22714i,-0.095122-0.02244i
0.001902-0.01752i,0.001486+0.018033i,-0.0076522-0.01829i,0.020632+0.017791i,-0.058861-0.014263i,0.81326-0.075506i,0.12271-0.036895i,-0.056945+0.023957i,-0.27183+0.19533i,-0.12541+0.096928i,0.11954-0.11942i,0.020552-0.20407i,0.085464-0.025188i
0.0037766+0.017446i,-0.007208-0.016899i,0.013202+0.015228i,-0.025423-0.010662i,0.06059-0.0049047i,-0.7454+0.33409i,-0.10318+0.076053i,0.043933-0.04367i,0.22273-0.24879i,0.093339-0.12968i,-0.084552+0.14984i,-0.015988+0.18765i,-0.0515+0.057689i
-0.0090702-0.014612i,0.012198+0.012931i,-0.017405-0.0093513i,0.027594+0.001013i,-0.055972+0.025167i,0.59737-0.55857i,0.071984-0.10452i,-0.024998+0.055136i,-0.1635+0.29397i,-0.053307+0.14804i,0.042362-0.16419i,0.017267-0.18528i,0.0093473-0.063849i
0.012226+0.0097238i,-0.014606-0.0069951i,0.01834+0.0017774i,-0.025254+0.0095811i,0.043617-0.043743i,-0.38297+0.72406i,-0.035064+0.11994i,0.005402-0.057862i,0.092852-0.32766i,0.013258-0.1519i,-0.0023973+0.16314i,-0.012754+0.19521i,0.022286+0.047133i
-0.012474-0.0045951i,0.013686+0.0011469i,-0.015354+0.0051132i,0.01802-0.018236i,-0.024115+0.056674i,0.12447-0.81046i,-0.0024995-0.12319i,0.011259+0.054449i,-0.012319+0.34434i,0.021593+0.14563i,-0.029642-0.15285i,-0.0038037-0.20837i,-0.033593-0.022646i
0.0069163-0.0054234i,-0.0040718+0.0077399i,-0.0010585-0.01173i,0.01167+0.019886i,-0.042135-0.043885i,0.62589+0.53035i,0.09326+0.080459i,-0.035178-0.055163i,-0.3191+0.23212i,-0.094801+0.0081507i,0.037958-0.0027922i,-0.38962-0.052461i,0.16696+0.018212i
-0.004284+0.010634i,0.0007191-0.012169i,0.0055829+0.014605i,-0.018468-0.019291i,0.055343+0.032655i,-0.76566-0.3044i,-0.11196-0.039213i,0.047239+0.031859i,0.25557-0.28814i,0.087948-0.045928i,-0.032693+0.0329i,0.38693-0.026739i,-0.15763+0.040168i
-0.0015971-0.013568i,0.0056869+0.014011i,-0.012708-0.014455i,0.026758+0.014946i,-0.066424-0.015953i,0.82711+0.04326i,0.11351-0.0033725i,-0.047743-0.0091178i,-0.18623+0.33086i,-0.065945+0.076551i,0.012662-0.055052i,-0.36117+0.095384i,0.12347-0.08169i
0.0084411+0.012529i,-0.012659-0.011624i,0.0197+0.0097788i,-0.033474-0.0057153i,0.071758-0.0061338i,-0.80085+0.22673i,-0.1009+0.040648i,0.040467-0.0082107i,0.11051-0.36137i,0.035688-0.094386i,0.013766+0.063431i,0.32367-0.14598i,-0.082259+0.09727i
-0.01347-0.0078956i,0.017267+0.0055941i,-0.02346-0.0014811i,0.035353-0.0069198i,-0.06799+0.030634i,0.68664-0.47572i,0.079001-0.069428i,-0.030343+0.019209i,-0.027652+0.37722i,-0.0050049+0.09964i,-0.037525-0.059455i,-0.28629+0.18079i,0.051624-0.093059i
