-0.00045049+0.0024657i,-6.3528e-05-0.0032925i,0.00094306+0.0045645i,-0.0025842-0.0067152i,0.0061775+0.011005i,-0.017545-0.023426i,0.6404+0.65422i,0.034567+0.025136i,-0.021704-0.005162i,-0.021353-0.3658i,-0.023136-0.030053i,0.025864+0.021658i,-0.037249-0.017417i
0.0027863-0.0039545i,-0.0037409+0.0046517i,0.0052068-0.0056835i,-0.0076813+0.0073799i,0.01261-0.010721i,-0.026873+0.020475i,0.75208-0.53127i,0.029209-0.021401i,-0.0070651+0.011365i,-0.36249-0.065956i,-0.02976+0.00085202i,0.01958-0.00074919i,-0.0091606+0.00019002i
-0.0058933+0.0010241i,0.0070038-0.0011051i,-0.0086667+0.0012221i,0.011438-0.001423i,-0.016986+0.0018727i,0.033485-0.0034798i,-0.91294+0.10821i,-0.040116+0.0075526i,0.02555-0.010552i,-0.25625+0.29327i,-0.003072+0.013509i,-0.00066164-0.0064669i,0.0044239-0.0019654i
0.005876+0.0034157i,-0.0069626-0.0038241i,0.0085805+0.0044121i,-0.011258-0.0053675i,0.016571+0.0072725i,-0.032205-0.013077i,0.85649+0.33743i,0.035844+0.016146i,-0.020348-0.015459i,0.13674+0.3616i,-0.001925+0.016799i,0.0036483-0.0093084i,-0.0077061+0.0017197i
-0.0017284-0.0066645i,0.0024767+0.0077034i,-0.0036349-0.009212i,0.0055997+0.01164i,-0.0095208-0.016308i,0.020843+0.029585i,-0.59284-0.70785i,-0.022817-0.024427i,0.0040283+0.0082017i,0.36167+0.070435i,0.028115+0.0066122i,-0.018337-0.0034609i,0.0082401+0.0026084i
-7.0449e-05+0.0041447i,-2.4413e-05-0.005288i,0.00019783+0.0070287i,-0.00054737-0.0099512i,0.0013857+0.015766i,-0.0043325-0.032673i,0.18415+0.90109i,0.012867+0.035774i,-0.013805-0.012175i,0.26137-0.26693i,0.0079208-0.025643i,-0.0022595+0.017017i,-0.0020003-0.0072048i
-0.00023155-0.0070466i,-2.1291e-05+0.0081397i,0.00044101-0.0097544i,-0.0011982+0.012419i,0.0027936-0.017726i,-0.0076245+0.03353i,0.26093-0.8821i,0.012457-0.038453i,-0.0052643+0.026638i,-0.10359-0.37404i,-0.01182-0.011303i,0.0084725+0.0047411i,-0.002685+0.0016648i
-0.0061021+0.0071203i,0.0069306-0.0081589i,-0.0081368+0.0096451i,0.010104-0.011999i,-0.013993+0.016447i,0.02557-0.028895i,-0.65103+0.65674i,-0.028189+0.02057i,0.021206-0.0049551i,-0.37522-0.088727i,-0.014886-0.0046528i,0.0075111+0.0010948i,0.00092444-0.00085672i
0.007565-0.00066463i,-0.0088971+0.0010157i,0.01084-0.0015607i,-0.01397+0.0024841i,0.019967-0.004312i,-0.036857+0.0094989i,0.88695-0.26462i,0.02929-0.0090817i,-0.0057971-0.0011811i,-0.26045+0.26539i,-0.017265+0.017603i,0.0090829-0.010273i,-0.0040112+0.00087994i
-0.0038143-0.0014092i,0.004866+0.0017823i,-0.0064856-0.0023257i,0.0092427+0.0031845i,-0.014822-0.0047563i,0.031372+0.0088227i,-0.89945-0.18929i,-0.038909-0.0023792i,0.018811-0.0083017i,0.079315+0.36741i,0.017821+0.01856i,-0.01348-0.0094261i,0.0062748+0.0017991i
0.0043179-0.00041705i,-0.0051004-5.679e-05i,0.0062818+0.00086174i,-0.0082769-0.0023556i,0.012345+0.0056174i,-0.02474-0.015947i,0.70237+0.58532i,0.033727+0.032385i,-0.02585-0.022702i,0.37582+0.12326i,0.0096269-0.0097502i,-0.0019192+0.011326i,-0.00677-0.0093645i
-0.0061149-0.0059591i,0.0068684+0.0070101i,-0.0079029-0.0085753i,0.0094574+0.011173i,-0.012207-0.016359i,0.019292+0.031778i,-0.34697-0.8552i,-0.003804-0.037402i,-0.0089304+0.024358i,0.28268-0.27002i,0.0081663-0.0043841i,-0.00051165-0.00080618i,-0.0033931+0.0091878i
-0.00398+0.0078154i,0.0042874-0.0092284i,-0.0046762+0.011288i,0.0052124-0.014601i,-0.006091+0.020919i,0.0082707-0.038594i,-0.11258+0.92018i,-0.00015008+0.029093i,-0.0010772-0.0029575i,-0.075016-0.36497i,-0.0091898-0.02203i,0.0071627+0.010971i,-0.00082037-0.002614i
-0.0054872-0.0028848i,0.006352+0.0038338i,-0.0075889-0.0052944i,0.0095378+0.0077679i,-0.01318-0.012719i,0.023172+0.027142i,-0.51433-0.76628i,-0.014105-0.030659i,-0.0007882+0.0093245i,0.20906+0.30334i,0.0091197+0.027413i,-0.0018886-0.018727i,-0.0054709+0.0097739i
0.0031012+0.0077013i,-0.0032325-0.0090057i,0.0033836+0.010913i,-0.0035814-0.014005i,0.0039335+0.019992i,-0.0050944-0.037153i,0.084894+0.92021i,0.0042783+0.033837i,-0.0091654-0.014079i,0.37731-0.010333i,0.022245-0.0050479i,-0.013571+0.0018209i,0.0040854+0.0011154i
0.0040105-0.0056503i,-0.0045304+0.0066396i,0.0052726-0.0081229i,-0.0064543+0.010606i,0.0087284-0.015616i,-0.015313+0.03069i,0.36338-0.84482i,0.014059-0.038562i,-0.0094758+0.027193i,0.18039-0.34766i,0.0092341-0.0073959i,-0.0064171+0.000564i,0.0035475+0.0078541i
-0.0031608+0.001159i,0.0039393-0.0018387i,-0.0051388+0.0029051i,0.0071942-0.0047378i,-0.011414+0.0084412i,0.024235-0.019264i,-0.71719+0.5717i,-0.034298+0.02339i,0.023244-0.0059922i,-0.20986-0.31359i,0.0014986-0.026971i,-0.0057327+0.018795i,0.011765-0.010988i
0.0036722-0.0016632i,-0.0048191+0.0019141i,0.0065748-0.0022751i,-0.0095333+0.00285i,0.015426-0.0039431i,-0.032522+0.0070202i,0.9059-0.16324i,0.035598-0.005409i,-0.010202+0.0018244i,-0.36498+0.0016903i,-0.031818-0.00030543i,0.021327+0.0014519i,-0.010903-0.0038784i
-0.0057801-0.0016585i,0.0068665+0.0021043i,-0.0084887-0.0027721i,0.011183+0.0038662i,-0.01655-0.0059653i,0.032424+0.011753i,-0.87394-0.28972i,-0.037552-0.0079691i,0.022814-0.0039454i,-0.20409+0.32432i,-0.0016475+0.018889i,-0.00062464-0.010143i,0.0022558+0.00023783i
0.0043943+0.0055904i,-0.005172-0.0064364i,0.0063304+0.0076769i,-0.0082533-0.0097097i,0.012092+0.013736i,-0.0235-0.025696i,0.63234+0.66871i,0.027592+0.029152i,-0.017806-0.021099i,0.19118+0.34025i,0.0027185+0.012676i,0.00098049-0.0067147i,-0.0071544+0.0010453i
0.0004804-0.0077947i,-0.00018038+0.0090453i,-0.00030559-0.010874i,0.0011528+0.01384i,-0.0028538-0.019601i,0.0076651+0.036174i,-0.23893-0.89232i,-0.0082292-0.032916i,-0.003352+0.014036i,0.37382+0.0055141i,0.024937+0.0059153i,-0.015826-0.0041487i,0.0066264+0.0053429i
-0.0025828+0.004337i,0.0029784-0.0054974i,-0.0035413+0.0072584i,0.0044204-0.010204i,-0.0060375+0.016041i,0.010357-0.03293i,-0.21482+0.89634i,-0.004188+0.034713i,-0.0040725-0.010497i,0.20616-0.30563i,0.0099802-0.026944i,-0.0050348+0.017407i,0.0024883-0.0068976i
0.0021187-0.0056797i,-0.0028454+0.0065275i,0.0039697-0.0077769i,-0.0058859+0.0098358i,0.0097517-0.013939i,-0.021125+0.026198i,0.61049-0.68771i,0.025693-0.030354i,-0.010168+0.022125i,-0.15751-0.34844i,-0.017642-0.012217i,0.012079+0.0061053i,-0.0042015-0.0010838i
-0.0073149+0.0048689i,0.0084061-0.0054483i,-0.010009+0.0062515i,0.012641-0.0074817i,-0.017862+0.009732i,0.033368-0.015852i,-0.86547+0.31929i,-0.037305+0.0078659i,0.02606-0.00041098i,-0.38832-0.031025i,-0.013029+0.001139i,0.0060272-0.0022922i,0.0014567-0.00012022i
0.0076239+0.0016208i,-0.0089689-0.0017517i,0.010935+0.0019344i,-0.014113-0.0022313i,0.020228+0.0028506i,-0.037554-0.0049163i,0.91536+0.13312i,0.031352+0.0080956i,-0.0081927-0.010875i,-0.21167+0.31145i,-0.015868+0.015i,0.0091282-0.0075409i,-0.006309-0.0017713i
-0.0030164-0.0038961i,0.0038932+0.0047348i,-0.005244-0.0059724i,0.0075406+0.0079809i,-0.012172-0.011832i,0.025829+0.022583i,-0.73651-0.55368i,-0.031036-0.01732i,0.013195-0.00051369i,0.14121+0.34207i,0.018319+0.021248i,-0.012778-0.012213i,0.0043554+0.0059034i
0.0019656+0.0013658i,-0.0023208-0.0021862i,0.0028701+0.0035027i,-0.0038282-0.0058308i,0.0058639+0.01071i,-0.012369-0.025647i,0.38468+0.82898i,0.021443+0.04105i,-0.020389-0.025144i,0.3847+0.064531i,0.012937-0.014301i,-0.0045299+0.013657i,-0.0036808-0.0092633i
-0.0033696-0.0059417i,0.0035888+0.007036i,-0.0038299-0.0086761i,0.0040803+0.011416i,-0.0042746-0.016923i,0.0039854+0.033398i,0.048167-0.91736i,0.011252-0.041183i,-0.014895+0.027657i,0.24108-0.31388i,0.0028459-0.0049457i,0.002532-0.0010435i,-0.0036026+0.009529i
-0.0059845+0.0071386i,0.0067307-0.0083827i,-0.0077866+0.010187i,0.0094496-0.013074i,-0.012606+0.018548i,0.021595-0.033765i,-0.48861+0.78838i,-0.016974+0.023778i,0.0091035-0.00073165i,-0.14085-0.34873i,-0.0072972-0.019914i,0.0044952+0.0099275i,0.0025658-0.0036748i
-0.0030197-0.003403i,0.0034201+0.0044973i,-0.0039624-0.0061853i,0.0047565+0.0090545i,-0.0060982-0.014829i,0.0092985+0.031785i,-0.14178-0.90887i,0.0016374-0.037722i,-0.0097209+0.014218i,0.26317+0.2617i,0.007667+0.028148i,0.00019824-0.020409i,-0.0089442+0.012835i
0.00076501+0.0074609i,-0.00040658-0.0087273i,-0.00018044+0.010574i,0.0012163-0.013556i,-0.003328+0.019299i,0.0094277-0.035641i,-0.31093+0.87i,-0.012353+0.030763i,-0.00053959-0.010873i,0.3634-0.073451i,0.026435-0.0069913i,-0.017328+0.0020876i,0.0077999+0.0031428i
0.0062673-0.0042562i,-0.0072356+0.0049463i,0.0086424-0.00598i,-0.010914+0.0077154i,0.015314-0.011244i,-0.028004+0.021997i,0.68864-0.6119i,0.026158-0.029221i,-0.013725+0.023114i,0.12663-0.36918i,0.0040307-0.011117i,-0.0035722+0.0032347i,0.0034431+0.0061781i
-0.0043987-0.0014531i,0.0053899+0.001265i,-0.0069069-0.00092626i,0.0094903+0.0002859i,-0.014767+0.0010869i,0.030735-0.0051932i,-0.89195+0.21184i,-0.041934+0.0097968i,0.028188-0.00059129i,-0.26283-0.28092i,0.00077349-0.022599i,-0.0059972+0.016336i,0.013452-0.010739i
0.0034267+0.00082881i,-0.0045404-0.0010641i,0.0062501+0.0014335i,-0.0091382-0.0020785i,0.014904+0.0034273i,-0.031665-0.0075923i,0.88902+0.23533i,0.035265+0.011805i,-0.01036-0.0082994i,-0.35931+0.069647i,-0.031887-0.0017195i,0.021765+0.0038168i,-0.012089-0.0079741i
-0.0045906-0.0039169i,0.0054434+0.0048121i,-0.0067116-0.0061508i,0.0088082+0.0083547i,-0.012964-0.012644i,0.025188+0.024803i,-0.67036-0.6333i,-0.02824-0.021545i,0.016641+0.0020234i,-0.14454+0.34703i,-0.0016071+0.02357i,0.00060728-0.013547i,-0.0010443+0.0027569i
0.0021941+0.0070264i,-0.0025153-0.0081557i,0.0029921+0.0098163i,-0.0037894-0.012538i,0.0054143+0.017908i,-0.010417-0.033727i,0.2892+0.87431i,0.014333+0.036798i,-0.012618-0.023806i,0.23896+0.30805i,0.0084947+0.009572i,-0.0027896-0.005169i,-0.0052735+0.0016313i
0.0030199-0.007819i,-0.0032329+0.0090664i,0.0035144-0.010893i,-0.0039401+0.013866i,0.0047596-0.019665i,-0.0073142+0.036449i,0.16016-0.90945i,0.0079657-0.034628i,-0.011199+0.016562i,0.37615-0.057576i,0.021018+0.0035343i,-0.013001-0.0034467i,0.0052628+0.006747i
-0.004843+0.0033901i,0.0056759-0.0043446i,-0.0068959+0.0057935i,0.0088726-0.0082141i,-0.012688+0.012994i,0.02353-0.026734i,-0.57392+0.7228i,-0.019695+0.027016i,0.0050411-0.0058574i,0.14589-0.33775i,0.011386-0.026389i,-0.007363+0.01659i,0.0066664-0.0061311i
0.0036664-0.0035429i,-0.0047137+0.0039864i,0.0063151-0.0046305i,-0.0090157+0.0056833i,0.014415-0.0077827i,-0.030193+0.014131i,0.84476-0.36401i,0.034418-0.016759i,-0.013049+0.014615i,-0.20823-0.31176i,-0.022322-0.014152i,0.014983+0.0085004i,-0.005594-0.0050115i
-0.007534+0.0021994i,0.0086865-0.0022426i,-0.010384+0.0022481i,0.013176-0.0021657i,-0.018718+0.0018432i,0.035178-0.00054361i,-0.91723-0.077439i,-0.039553-0.0072036i,0.027215+0.0052621i,-0.38886+0.026714i,-0.012507+0.0075646i,0.0058856-0.0062405i,0.00038648+0.0013242i
0.0065655+0.0037779i,-0.0077007-0.0043645i,0.0093576+0.0052346i,-0.012033-0.0066823i,0.017178+0.0096047i,-0.031769-0.01848i,0.77228+0.50577i,0.026539+0.024052i,-0.0073759-0.019696i,-0.15919+0.34864i,-0.012511+0.012444i,0.0076708-0.0051143i,-0.0073436-0.0036257i
-0.0012563-0.0056525i,0.0017745+0.0068171i,-0.0025833-0.0085416i,0.003969+0.011359i,-0.0067665-0.01682i,0.014955+0.032324i,-0.43455-0.81429i,-0.017692-0.028275i,0.0050848+0.0056212i,0.2006+0.30855i,0.017479+0.022627i,-0.011227-0.014151i,0.0022308+0.0095506i
-0.00077122+0.0021682i,0.00092828-0.0031346i,-0.0011402+0.0046623i,0.0014371-0.0073256i,-0.0018754+0.012833i,0.0025793-0.029481i,-0.005816+0.91553i,0.0059057+0.043282i,-0.012978-0.024394i,0.3822+0.0024802i,0.016738-0.017385i,-0.0078106+0.014887i,0.00041909-0.0085519i
-0.00065784-0.0048358i,0.00035241+0.0057575i,0.00018464-0.0071485i,-0.0012114+0.0094915i,0.003515-0.014244i,-0.011+0.028607i,0.43299-0.80666i,0.025756-0.037746i,-0.020407+0.027153i,0.193-0.34718i,-0.0026344-0.00702i,0.0056483+0.00019015i,-0.003955+0.0081135i
-0.0074583+0.0054574i,0.0085314-0.006337i,-0.010086+0.0075956i,0.012593-0.0095763i,-0.017463+0.013263i,0.031593-0.023285i,-0.77345+0.50915i,-0.029922+0.012693i,0.017209+0.0040257i,-0.20154-0.32474i,-0.0063583-0.016026i,0.0028117+0.0076437i,0.0046028-0.0038748i
-0.00034499-0.0027792i,0.00024173+0.0037938i,-3.2195e-05-0.0053739i,-0.00042049+0.008085i,0.0015552-0.013592i,-0.00564+0.029904i,0.25658-0.87997i,0.018237-0.037987i,-0.018831+0.01602i,0.31047+0.21469i,0.0058181+0.026983i,0.0023837-0.020784i,-0.012112+0.015217i
-0.0011578+0.0060999i,0.0019238-0.0071144i,-0.0031274+0.0085825i,0.0051983-0.010929i,-0.0093868+0.015393i,0.021639-0.027902i,-0.64782+0.65667i,-0.026809+0.021205i,0.0073339-0.0046136i,0.34007-0.13641i,0.029757-0.0073946i,-0.020673+0.0012325i,0.011702+0.0059286i
0.007686-0.0022189i,-0.0089376+0.0024712i,0.010763-0.0028456i,-0.013715+0.0034812i,0.019431-0.0048201i,-0.03585+0.0091517i,0.88476-0.2637i,0.032969-0.014874i,-0.015303+0.016218i,0.067882-0.37917i,-5.3052e-05-0.01583i,-0.0016778+0.0070112i,0.0042323+0.0030126i
-0.0045844-0.0043718i,0.005578+0.0047324i,-0.0070964-0.0052053i,0.0096813+0.0058946i,-0.014966-0.0071188i,0.030993+0.01049i,-0.8983-0.18845i,-0.042545-0.0052518i,0.029456+0.0052739i,-0.30675-0.24086i,-0.0014849-0.017603i,-0.0048127+0.013576i,0.013495-0.010589i
0.0020783+0.0030745i,-0.002938-0.0037424i,0.0042723+0.0047609i,-0.0065465-0.0064891i,0.011115+0.010005i,-0.02443-0.020599i,0.70457+0.58939i,0.02832+0.027105i,-0.0075791-0.017388i,-0.3456+0.13516i,-0.029977-0.0026329i,0.020888+0.005669i,-0.012673-0.011403i
-0.002572-0.005313i,0.0030297+0.0064961i,-0.0037028-0.0082667i,0.004802+0.011188i,-0.0069531-0.0169i,0.013207+0.033214i,-0.34062-0.8579i,-0.013772-0.030587i,0.0078635+0.0061216i,-0.079661+0.36146i,-0.0026045+0.026919i,0.0027016-0.016194i,-0.0050797+0.0052162i
-0.00031943+0.0074607i,0.00051932-0.0086683i,-0.00082161+0.010441i,0.0013143-0.013337i,-0.0022347+0.019028i,0.0046255-0.035693i,-0.10845+0.91562i,-0.0013204+0.037556i,-0.0060311-0.022875i,0.27952+0.26546i,0.014703+0.0078595i,-0.0071355-0.0049209i,-0.0024345+0.0035826i
0.0053849-0.0067492i,-0.0060782+0.0077763i,0.0070773-0.0092769i,-0.0086908+0.011717i,0.011857-0.016482i,-0.021246+0.030339i,0.52934-0.75596i,0.022748-0.029349i,-0.018053+0.0156i,0.36778-0.11703i,0.017053-0.00056905i,-0.010389-0.0012574i,0.0045267+0.0066187i
-0.0064257+0.0014902i,0.0075575-0.0020562i,-0.0092272+0.0029222i,0.011958-0.0043723i,-0.017291+0.0072204i,0.03267-0.015281i,-0.82552+0.41317i,-0.030858+0.014057i,0.012109+0.0010309i,0.082976-0.36202i,0.011485-0.024303i,-0.0086622+0.014845i,0.0099242-0.0051474i
0.0041365-0.0010296i,-0.0052946+0.00098672i,0.0070605-0.0009019i,-0.01003+0.00074028i,0.015947-0.00041706i,-0.033178-0.00038924i,0.91975+0.028081i,0.036856-0.00016687i,-0.013071+0.005365i,-0.25488-0.2657i,-0.025358-0.016512i,0.016812+0.011406i,-0.006605-0.0095782i
-0.0066691-0.00038384i,0.0076677+0.0008563i,-0.0091362-0.0016176i,0.01155+0.0029621i,-0.016342-0.005758i,0.030596+0.014191i,-0.79653-0.45888i,-0.034579-0.021671i,0.024523+0.010678i,-0.37675+0.083732i,-0.013352+0.013875i,0.0070766-0.010211i,-0.0021971+0.003134i
0.004588+0.0053763i,-0.005327-0.0063036i,0.0063959+0.0076874i,-0.0081061-0.0099945i,0.011368+0.014635i,-0.020552-0.028586i,0.48456+0.78316i,0.015878+0.035891i,-0.0037844-0.026187i,-0.10418+0.37515i,-0.0074504+0.010619i,0.0048512-0.0035516i,-0.0071035-0.0042283i
0.0010972-0.0063536i,-0.001049+0.0076417i,0.00094716-0.0095523i,-0.00074288+0.012683i,0.00030903-0.018779i,0.00088145+0.036201i,-0.050486-0.92207i,-0.0012144-0.03324i,-0.0043358+0.0090963i,0.25524+0.26834i,0.015801+0.022228i,-0.0092524-0.014822i,0.00029408+0.012282i
-0.0034458+0.0018761i,0.0041071-0.0027657i,-0.0050701+0.0041713i,0.0066085-0.0066174i,-0.0095013+0.011659i,0.017382-0.026821i,-0.39573+0.82881i,-0.0098588+0.038468i,-0.0051275-0.02021i,0.36929-0.061379i,0.020233-0.018806i,-0.011085+0.014908i,0.0048711-0.0072301i
0.0015182-0.002791i,-0.0022436+0.0033515i,0.003402-0.00421i,-0.0054457+0.0056829i,0.0097303-0.0087374i,-0.022893+0.018205i,0.73517-0.54383i,0.036848-0.0279i,-0.024138+0.02321i,0.13899-0.36926i,-0.0075858-0.010373i,0.0083548+0.0027118i,-0.0041763+0.005125i
-0.0080651+0.0031013i,0.0092854-0.0034887i,-0.011068+0.0040117i,0.013968-0.0047756i,-0.01965+0.0060635i,0.036265-0.0091261i,-0.91336+0.13503i,-0.036769-0.0020332i,0.022101+0.010293i,-0.25484-0.29307i,-0.0068554-0.010897i,0.0025247+0.0045015i,0.0049252-0.0034167i
0.0020683-0.0010855i,-0.0026195+0.0018045i,0.0034959-0.0029543i,-0.0050509+0.0049734i,0.0083681-0.0091575i,-0.018853+0.021752i,0.60583-0.6849i,0.032604-0.031593i,-0.026556+0.014726i,0.34878+0.16356i,0.0043079+0.023937i,0.0040358-0.01981i,-0.014361+0.016779i
-0.0022447+0.0038532i,0.0032549-0.0044516i,-0.0048318+0.0052974i,0.0075372-0.0066087i,-0.013016+0.0090067i,0.029144-0.015403i,-0.86228+0.3204i,-0.036515+0.0068625i,0.013184+0.0037968i,0.30864-0.19699i,0.03161-0.0066528i,-0.023109-0.00036424i,0.01534+0.0090328i
0.0080315+4.7114e-05i,-0.0093534-0.00028741i,0.011278+0.00065634i,-0.014383-0.0012647i,0.020369+0.0024099i,-0.03746-0.0053924i,0.91496+0.13425i,0.033028+0.001807i,-0.013542+0.0078102i,0.0053222-0.37811i,-0.0026111-0.020854i,-0.0010018+0.011354i,0.0060179-0.0012026i
-0.0037121-0.0070734i,0.0044969+0.0079407i,-0.0056995-0.0091625i,0.0077569+0.011076i,-0.011994-0.014686i,0.024975+0.024905i,-0.73505-0.55396i,-0.036055-0.018778i,0.026977+0.010212i,-0.3404-0.19368i,-0.005254-0.01269i,-0.0021629+0.011017i,0.011814-0.010837i
-0.00015274+0.0046763i,-0.0002769-0.0056397i,0.00097369+0.0071007i,-0.0022013-0.0095667i,0.0047211+0.01456i,-0.012121-0.029546i,0.38718+0.83231i,0.016164+0.037703i,-0.002532-0.023999i,-0.32382+0.19564i,-0.026435-0.0023807i,0.018947+0.0064123i,-0.012804-0.013551i
-0.00013172-0.0055712i,0.00011175+0.0068264i,-6.6466e-05-0.0087083i,-3.5768e-05+0.01182i,0.00029257-0.01792i,-0.0011882+0.035394i,0.053155-0.92126i,0.0033004-0.033388i,-0.0022222+0.0075239i,-0.011904+0.36771i,-0.0040748+0.028496i,0.0051524-0.017736i,-0.0093104+0.0073201i
-0.0026723+0.0068135i,0.0033614-0.0078821i,-0.0043965+0.0094411i,0.0061049-0.011971i,-0.0094296+0.016907i,0.018822-0.03126i,-0.48583+0.78491i,-0.016337+0.031182i,0.00049573-0.018246i,0.31262+0.21361i,0.020545+0.007585i,-0.011445-0.005946i,0.000898+0.0067563i
0.0071183-0.004808i,-0.0081692+0.0054371i,0.0097017-0.0063445i,-0.012196+0.0078065i,0.017094-0.010654i,-0.031505+0.018979i,0.79914-0.46069i,0.03332-0.018172i,-0.022567+0.011607i,0.34818-0.17151i,0.013704-0.0061182i,-0.0084863+0.0022613i,0.0047518+0.0049816i
-0.0070226-0.00099937i,0.008255+0.00093014i,-0.010078-0.00080682i,0.01307+0.00058807i,-0.018945-0.00017924i,0.036003-0.0007445i,-0.9222+0.025716i,-0.035718-0.0017695i,0.016122+0.0089741i,0.019673-0.37713i,0.0098511-0.021247i,-0.0085374+0.01262i,0.011816-0.0043003i
0.0034539+0.0014012i,-0.0044947-0.0019191i,0.0060853+0.0027171i,-0.008762-0.0040689i,0.014092+0.0067712i,-0.029563-0.014619i,0.82142+0.41476i,0.032432+0.016373i,-0.009977-0.004078i,-0.29639-0.21237i,-0.026534-0.018558i,0.01741+0.014174i,-0.0071282-0.014119i
-0.0048469-0.0023847i,0.0055041+0.003258i,-0.0064628-0.0046154i,0.0080303+0.00694i,-0.011141-0.011654i,0.020447+0.025609i,-0.52603-0.75333i,-0.023346-0.032698i,0.018485+0.014518i,-0.35264+0.13924i,-0.015292+0.019359i,0.0093418-0.013693i,-0.0059809+0.0049772i
0.0020491+0.0060985i,-0.0022764-0.0071851i,0.0025841+0.0088096i,-0.0030416-0.011519i,0.0038489+0.016966i,-0.0059547-0.033294i,0.10624+0.91304i,0.0015217+0.041457i,0.0015826-0.029264i,-0.047531+0.38965i,-0.0012456+0.010028i,0.0010593-0.0032549i,-0.0057978-0.0032808i
0.0035616-0.0058732i,-0.0040018+0.0070579i,0.0046332-0.0088163i,-0.0056511+0.011701i,0.0076552-0.017331i,-0.013659+0.033466i,0.3433-0.85669i,0.015457-0.031358i,-0.013603+0.0094505i,0.30286+0.22276i,0.013916+0.019854i,-0.00737-0.014018i,-0.0010219+0.0138i
-0.0056128+0.00057243i,0.0066781-0.0011819i,-0.0082432+0.0021615i,0.010778-0.0038874i,-0.015647+0.0074686i,0.029323-0.018246i,-0.71178+0.58525i,-0.022819+0.027339i,0.0016408-0.013016i,0.34719-0.12511i,0.022631-0.018702i,-0.013675+0.01388i,0.0089968-0.0055033i
0.0027709-0.00014696i,-0.0037368+0.00022187i,0.0052488-0.00036017i,-0.0078657+0.000648i,0.013253-0.0013726i,-0.029526+0.0040723i,0.89796-0.17821i,0.04228-0.013618i,-0.02505+0.016767i,0.079899-0.38008i,-0.011441-0.014499i,0.010257+0.0061133i,-0.0040498+0.00095684i
-0.0076268+0.00052068i,0.0087808-0.00037921i,-0.01047+0.00011318i,0.013228+0.00042575i,-0.018656-0.0017014i,0.034614+0.0060651i,-0.88188-0.26364i,-0.036431-0.01756i,0.02322+0.016711i,-0.29904-0.25379i,-0.0089702-0.0052374i,0.0037877+0.0010192i,0.0034164-0.0026143i
0.0038205+0.0014113i,-0.0046813-0.0011544i,0.0060151+0.00068469i,-0.0083213+0.00022818i,0.013116-0.0022689i,-0.027908+0.0087486i,0.84029-0.36021i,0.042016-0.01995i,-0.031517+0.010959i,0.37628+0.10932i,0.0037971+0.019353i,0.0045881-0.017693i,-0.015148+0.017574i
-0.0022247+0.0011231i,0.0032637-0.0012211i,-0.0048936+0.0013209i,0.0077051-0.0013958i,-0.013434+0.0013383i,0.030416-0.00050542i,-0.91383-0.075519i,-0.039821-0.0096523i,0.016185+0.013026i,0.27041-0.25283i,0.031621-0.0053604i,-0.024312-0.0021756i,0.018379+0.011912i
0.0072597+0.0020822i,-0.0084299-0.0027745i,0.010123+0.0038283i,-0.012832-0.0055872i,0.018004+0.0090403i,-0.032603-0.018849i,0.77366+0.50701i,0.026153+0.017742i,-0.0084126-0.00058063i,-0.059402-0.3669i,-0.0035603-0.025398i,-0.0015491+0.015616i,0.0086793-0.0059045i
-0.0019949-0.0090758i,0.0024+0.010318i,-0.0030297-0.012091i,0.00413+0.014901i,-0.0064613-0.020248i,0.013857+0.035415i,-0.43294-0.81603i,-0.023681-0.028074i,0.021307+0.012971i,-0.36319-0.13995i,-0.010217-0.0085019i,0.0017286+0.0091039i,0.0085484-0.011725i
-0.0028904+0.0053566i,0.0029901-0.0064214i,-0.0030782+0.0080327i,0.0031393-0.010748i,-0.0031428+0.016243i,0.0030269-0.032746i,-0.0035363+0.91836i,0.0012155+0.041686i,0.0036141-0.027137i,-0.29389+0.2489i,-0.021868-0.00052954i,0.016395+0.0056478i,-0.012781-0.01399i
0.002248-0.0046312i,-0.0027341+0.005728i,0.00348-0.0073789i,-0.0047535+0.010117i,0.0073569-0.015497i,-0.015218+0.030914i,0.43677-0.81143i,0.019931-0.029435i,-0.012074+0.0059686i,0.056053+0.36576i,-0.0053336+0.028132i,0.0073582-0.018022i,-0.01312+0.0089027i
-0.0044043+0.0052055i,0.0054593-0.0059473i,-0.0070442+0.0070118i,0.0096673-0.0087101i,-0.014807+0.011967i,0.029499-0.021298i,-0.77195+0.50684i,-0.027847+0.01876i,0.005585-0.010525i,0.33815+0.15422i,0.025279+0.0084687i,-0.015143-0.0079509i,0.0042684+0.010774i
0.0078958-0.0023823i,-0.0091159+0.0025089i,0.0109-0.0026651i,-0.013805+0.0028841i,0.019501-0.0032814i,-0.036184+0.0044997i,0.91884-0.079151i,0.037631-0.0032844i,-0.023757+0.005589i,0.31731-0.22011i,0.011476-0.012558i,-0.0076588+0.0067179i,0.0061477+0.0020765i
-0.0065082-0.0036022i,0.0076203+0.004044i,-0.0092656-0.0046827i,0.01197+0.0057237i,-0.017298-0.0078019i,0.032845+0.014128i,-0.84569-0.36664i,-0.033512-0.017511i,0.01666+0.016526i,-0.042102-0.38185i,0.0063619-0.0179i,-0.0068403+0.010443i,0.012111-0.0039738i
