-0.028998+0.0063591i,0.032245-0.0066668i,-0.036708+0.0069464i,0.043483-0.0070778i,-0.055759+0.0065957i,0.088629-0.0027788i,-0.96475-0.17393i,-0.054189-0.047748i,0.028076+0.082554i,0.084958+0.14844i,-0.052849-0.038317i,0.071444+0.038293i,0.021412+0.086914i
-0.018935+0.02364i,0.021076-0.026248i,-0.024097+0.029766i,0.028863-0.034926i,-0.037972+0.043729i,0.064059-0.065069i,-0.80897+0.56093i,-0.067422-0.00069613i,0.067947+0.056027i,0.13898+0.084381i,-0.052661+0.0051397i,0.05932-0.038762i,0.051542-0.059848i
0.034611+0.010057i,-0.038111-0.011248i,0.042792+0.012997i,-0.049621-0.01591i,0.061298+0.021868i,-0.090105-0.040284i,0.78608+0.60364i,0.0085337+0.066353i,0.046438-0.083141i,0.031886-0.15284i,0.032947+0.044383i,-0.069779-0.038897i,-0.060077-0.027853i
-0.0068353-0.039864i,0.0071105+0.043781i,-0.0072517-0.049022i,0.006979+0.056697i,-0.005313-0.069957i,-0.0030603+0.10335i,0.33293-0.93601i,0.070984-0.021253i,-0.10434-0.028173i,-0.14197+0.016675i,0.017578-0.050803i,0.0021093+0.085721i,-0.018182+0.057715i
-0.033955+0.026075i,0.037494-0.027962i,-0.042323+0.030173i,0.049586-0.032786i,-0.062583+0.035818i,0.096793-0.038552i,-0.98977-0.027528i,-0.044355-0.074212i,0.0061172+0.12232i,0.048121+0.11579i,-0.046631+0.015974i,0.073168-0.049036i,0.066122+0.013666i
0.039221+0.017216i,-0.042335-0.019601i,0.046178+0.023071i,-0.051171-0.028685i,0.058327+0.039579i,-0.071587-0.070736i,0.27492+0.94213i,-0.064926+0.076138i,0.12358-0.053949i,0.089828-0.060138i,0.038418+0.020774i,-0.080475-0.033221i,-0.0021443-0.085025i
-0.0038789-0.040299i,0.0030339+0.043868i,-0.001432-0.048446i,-0.0018025+0.054748i,0.0093492-0.064678i,-0.034326+0.086462i,0.80475-0.53987i,0.1058+0.036196i,-0.10249-0.09941i,-0.062218-0.075639i,-0.013177-0.037163i,0.017616+0.081278i,-0.099342+0.039447i
-0.029619+0.020429i,0.032849-0.020971i,-0.037218+0.021126i,0.043662-0.020279i,-0.054788+0.016444i,0.082348+0.00044492i,-0.74383-0.60042i,-0.0088218-0.11943i,-0.052487+0.1352i,-0.073384+0.068674i,-0.013171+0.036409i,0.052076-0.056654i,0.092216+0.089241i
0.027555+0.029869i,-0.030329-0.03256i,0.03408+0.036092i,-0.039649-0.041197i,0.049431+0.05006i,-0.074503-0.07332i,0.70773+0.70603i,0.02062+0.037946i,0.019741-0.049344i,0.014236-0.20967i,0.018008+0.10508i,-0.028893-0.12183i,0.047823-0.026573i
0.01306-0.039078i,-0.014363+0.042775i,0.016121-0.047691i,-0.018772+0.05486i,0.02367-0.067233i,-0.037656+0.098583i,0.45226-0.8921i,0.042217-0.023772i,-0.066521-0.01355i,-0.19002+0.051616i,0.078163-0.056494i,-0.087937+0.075155i,-0.059408-0.039813i
-0.039006+0.0064096i,0.042811-0.0067114i,-0.047909+0.0070023i,0.055416-0.007185i,-0.068558+0.0068623i,0.10253-0.0036324i,-0.98342-0.15498i,-0.038047-0.045603i,0.0085639+0.081751i,0.096775+0.15291i,-0.071541-0.041087i,0.093305+0.041194i,-0.0058718+0.085227i
0.020727+0.029241i,-0.022352-0.032437i,0.024384+0.036832i,-0.027069-0.043516i,0.031003+0.055681i,-0.038438-0.088547i,0.14979+0.97615i,-0.037908+0.059235i,0.082728-0.041632i,0.11359-0.12156i,-0.010747+0.065955i,0.0014819-0.085997i,0.08496-0.04343i
0.016239-0.026095i,-0.018484+0.028492i,0.021714-0.031628i,-0.026889+0.036065i,0.036875-0.043328i,-0.065527+0.060108i,0.87917-0.43061i,0.076518+0.015639i,-0.073099-0.064633i,-0.13533-0.080351i,0.052585-0.0043607i,-0.067592+0.020677i,-0.085933-0.052815i
-0.024533-0.0064842i,0.027218+0.0078255i,-0.030875-0.0098757i,0.036326+0.013382i,-0.045879-0.020625i,0.070053+0.042837i,-0.66562-0.70912i,-0.015314-0.079814i,-0.033163+0.090923i,-0.050966+0.14789i,-0.0081384-0.044499i,0.028779+0.053072i,-0.00079219+0.10148i
-0.0022568+0.021673i,0.0029077-0.024445i,-0.0039636+0.028339i,0.005896-0.034363i,-0.010198+0.0454i,0.024467-0.074846i,-0.48353+0.84155i,-0.066562+0.043456i,0.091096+0.00047902i,0.16138+0.01683i,-0.045807+0.012142i,0.047615-0.035101i,0.084331-0.048475i
0.022201+0.00060309i,-0.025102-0.0006514i,0.029208+0.00077836i,-0.035624-0.001138i,0.047558+0.0023014i,-0.080077-0.0075351i,0.94893+0.21793i,0.059251+0.043291i,-0.023029-0.079467i,-0.028292-0.16847i,0.02569+0.049449i,-0.049619-0.044039i,-0.075703-0.046127i
-0.0038547-0.026203i,0.0045787+0.029267i,-0.0055805-0.033541i,0.0070431+0.040137i,-0.009379-0.052301i,0.013962+0.085411i,-0.071694-0.97814i,0.020924-0.061186i,-0.066712+0.035364i,-0.15792+0.081336i,0.043367-0.047965i,-0.029693+0.071145i,-0.007406+0.076269i
-0.029003+0.014321i,0.032-0.016118i,-0.036106+0.01857i,0.042336-0.022191i,-0.053678+0.028353i,0.084425-0.042968i,-0.92011+0.36436i,-0.05613-0.0071746i,0.043329+0.060119i,0.12989+0.12365i,-0.067765-0.020547i,0.087116-0.0022857i,0.061286-0.0162i
0.028755+0.024649i,-0.031759-0.027029i,0.035773+0.03028i,-0.041603-0.035217i,0.051467+0.044288i,-0.075293-0.069386i,0.6318+0.77162i,-0.001375+0.053774i,0.058042-0.056485i,0.070694-0.15922i,0.014316+0.071198i,-0.045566-0.082327i,-0.023611-0.047978i
0.010581-0.04059i,-0.011684+0.044519i,0.013281-0.049718i,-0.015905+0.057213i,0.021223-0.069867i,-0.037621+0.10073i,0.54179-0.84187i,0.059086-0.0045852i,-0.078964-0.051021i,-0.16165-0.013689i,0.051945-0.046449i,-0.050522+0.08262i,-0.046324+0.027153i
-0.042842+0.0098268i,0.046986-0.01042i,-0.052501+0.010982i,0.060529-0.011322i,-0.07431+0.010717i,0.10881-0.0050682i,-0.96668-0.25463i,-0.019831-0.06814i,-0.028897+0.10501i,0.031287+0.14169i,-0.060064-0.01683i,0.095138+0.00061651i,0.041631+0.051477i
0.028735+0.032841i,-0.030941-0.036327i,0.033579+0.041097i,-0.036819-0.048296i,0.040951+0.061224i,-0.04654-0.095395i,0.054866+0.99121i,-0.070359+0.047061i,0.12158-0.011003i,0.11329-0.05615i,0.017391+0.048758i,-0.047103-0.075902i,0.047385-0.071484i
0.014302-0.038437i,-0.016477+0.041675i,0.019692-0.045724i,-0.024975+0.051091i,0.035382-0.059044i,-0.065543+0.074753i,0.91737-0.34967i,0.079335+0.055758i,-0.060357-0.11638i,-0.065069-0.090928i,0.020089-0.034123i,-0.034002+0.072591i,-0.10529-0.019175i
-0.036022+0.0047412i,0.039496-0.0040412i,-0.044026+0.0026414i,0.050397+0.00028162i,-0.060728-0.0072563i,0.08431+0.0307i,-0.59995-0.7613i,0.022267-0.10349i,-0.086078+0.10364i,-0.080533+0.070643i,-0.02717+0.0089137i,0.067834-0.010305i,0.034381+0.12182i
0.010838+0.036659i,-0.012368-0.039915i,0.014585+0.0442i,-0.018128-0.050412i,0.024833+0.0612i,-0.043159-0.089353i,0.52237+0.84457i,0.028473+0.040017i,0.011258-0.042506i,0.081168-0.20261i,-0.031573+0.10675i,0.03517-0.12228i,0.06421+0.0083264i
0.026914-0.027768i,-0.029273+0.030599i,0.032374-0.034448i,-0.036877+0.040208i,0.044755-0.050441i,-0.065689+0.077065i,0.64343-0.76032i,0.037683-0.027599i,-0.052519-0.012199i,-0.2071-0.0091237i,0.10012-0.015562i,-0.11488+0.020884i,-0.029254-0.073823i
-0.0355-0.010181i,0.038982+0.011154i,-0.043673-0.012477i,0.050629+0.014502i,-0.062895-0.018334i,0.09475+0.029648i,-0.91933-0.37689i,-0.035081-0.039825i,-0.00021371+0.067277i,0.050037+0.18654i,-0.046288-0.074593i,0.058224+0.084482i,-0.055017+0.071381i
0.0057415+0.032743i,-0.0061533-0.036133i,0.0066327+0.040761i,-0.0071684-0.047737i,0.0076235+0.060299i,-0.0068552-0.093775i,-0.078482+0.98406i,-0.036069+0.051306i,0.074271-0.02501i,0.15518-0.090561i,-0.046335+0.056598i,0.049595-0.071602i,0.095715+0.010236i
0.023913-0.015022i,-0.026715+0.01644i,0.030645-0.0183i,-0.036762+0.020925i,0.048195-0.025155i,-0.079917+0.034477i,0.95475-0.21821i,0.068203+0.019636i,-0.054174-0.064998i,-0.11765-0.12427i,0.054734+0.027547i,-0.069759-0.024481i,-0.042158-0.088006i
-0.017171-0.015605i,0.019146+0.017703i,-0.02186-0.020731i,0.025937+0.025602i,-0.033111-0.035051i,0.051177+0.062337i,-0.48677-0.84257i,-0.0074883-0.075036i,-0.040714+0.07475i,-0.095557+0.14077i,0.019194-0.053534i,-0.01089+0.066857i,-0.051321+0.078955i
-0.011845+0.016566i,0.013372-0.018857i,-0.015579+0.02211i,0.019156-0.027195i,-0.026203+0.036582i,0.047065-0.061671i,-0.66247+0.70955i,-0.066049+0.035609i,0.079406+0.011366i,0.16467+0.062274i,-0.060232-0.012143i,0.070981-0.00072817i,0.086311+0.0039153i
0.018593+0.011451i,-0.021226-0.012496i,0.024987+0.013934i,-0.030915-0.016171i,0.042004+0.020481i,-0.072232-0.033357i,0.87409+0.42847i,0.053803+0.044605i,-0.011438-0.070619i,0.016548-0.18453i,0.0044002+0.070925i,-0.02178-0.077929i,-0.032701-0.067525i
0.0093038-0.025192i,-0.009707+0.028273i,0.010168-0.032585i,-0.010767+0.039252i,0.01183-0.051526i,-0.015394+0.08471i,0.15415-0.96848i,0.02094-0.057253i,-0.058301+0.022417i,-0.18875+0.042123i,0.073587-0.033329i,-0.074635+0.054825i,-0.039265+0.047269i
-0.033019-0.00059486i,0.036446-2.4191e-05i,-0.041115+0.00097187i,0.048131-0.0025118i,-0.060716+0.0053095i,0.094113-0.011992i,-0.97993+0.14292i,-0.050308-0.0051295i,0.02593+0.052204i,0.10364+0.1674i,-0.06588-0.057443i,0.089458+0.049742i,0.044657+0.019115i
0.015007+0.035564i,-0.016988-0.038866i,0.019705+0.043284i,-0.023752-0.0498i,0.030742+0.061303i,-0.047748-0.091578i,0.43731+0.89872i,-0.00018855+0.043087i,0.054487-0.032275i,0.12034-0.1518i,-0.022007+0.086518i,0.0037313-0.10798i,0.013268-0.040275i
0.027788-0.032273i,-0.030233+0.035603i,0.033508-0.040029i,-0.038374+0.046427i,0.047103-0.057216i,-0.070751+0.08329i,0.72511-0.6965i,0.044018+0.00017366i,-0.049548-0.057763i,-0.17365-0.059191i,0.083235-0.020745i,-0.097102+0.048785i,-0.047217-0.012959i
-0.043297-0.010047i,0.047467+0.010969i,-0.052967-0.012302i,0.060872+0.014502i,-0.074181-0.019004i,0.10661+0.033103i,-0.88748-0.4744i,-0.0053335-0.053494i,-0.050115+0.076802i,-0.0014921+0.16737i,-0.052866-0.056138i,0.086607+0.057695i,-0.0020817+0.065349i
0.011472+0.042443i,-0.012331-0.0466i,0.013257+0.052142i,-0.014149-0.060229i,0.014549+0.074159i,-0.011599-0.10921i,-0.17621+0.98597i,-0.063153+0.023424i,0.10338+0.023712i,0.14315-0.039157i,-0.018289+0.061394i,0.0056059-0.094513i,0.080228-0.029448i
0.030012-0.028222i,-0.033319+0.030571i,0.037882-0.033435i,-0.044832+0.037075i,0.057444-0.042046i,-0.09115+0.050187i,0.98339-0.13256i,0.052144+0.061364i,-0.018907-0.11508i,-0.060423-0.1165i,0.046373-0.01197i,-0.072453+0.03718i,-0.07612-0.072813i
-0.034366-0.012114i,0.037527+0.014103i,-0.041552-0.017081i,0.047025+0.02204i,-0.055455-0.031934i,0.0732+0.060936i,-0.41744-0.88736i,0.041243-0.080866i,-0.10305+0.065271i,-0.098355+0.071116i,-0.022168-0.02053i,0.055353+0.035199i,-0.03338+0.11803i
-0.005443+0.035274i,0.0051367-0.038525i,-0.004451+0.042885i,0.0029714-0.049358i,0.0004954+0.060909i,-0.011396-0.091837i,0.31392+0.93249i,0.032731+0.051569i,0.0049451-0.046567i,0.14078-0.17081i,-0.07484+0.084925i,0.088601-0.090888i,0.058284+0.05107i
0.03323-0.013226i,-0.036123+0.014965i,0.039951-0.017462i,-0.045545+0.021426i,0.055384-0.028904i,-0.081496+0.049385i,0.79379-0.58954i,0.042563-0.032925i,-0.048786-0.0072474i,-0.1993-0.072637i,0.09878+0.029398i,-0.1093-0.036768i,0.017585-0.088049i
-0.02599-0.021428i,0.028736+0.023304i,-0.032519-0.025803i,0.038273+0.0295i,-0.048705-0.036141i,0.076484+0.054371i,-0.8048-0.57287i,-0.037542-0.041039i,-0.001085+0.059798i,-0.0080197+0.19915i,-0.0084752-0.089275i,0.0076543+0.10037i,-0.091362+0.032831i
-0.0068392+0.028887i,0.0074673-0.031964i,-0.0083379+0.036211i,0.0097125-0.042695i,-0.012441+0.054524i,0.020986-0.086382i,-0.29845+0.936i,-0.037696+0.050758i,0.068327-0.018234i,0.18198-0.042555i,-0.070024+0.029392i,0.079121-0.033491i,0.077328+0.061902i
0.024199-0.0034892i,-0.027044+0.0039065i,0.031052-0.0044567i,-0.037316+0.0052124i,0.049057-0.0062958i,-0.081628+0.007829i,0.97495+0.0038295i,0.067421+0.023705i,-0.044863-0.063604i,-0.08018-0.16031i,0.037014+0.055017i,-0.044219-0.061238i,0.011803-0.09508i
-0.0069943-0.018169i,0.0080709+0.020564i,-0.0096061-0.024011i,0.011995+0.029532i,-0.016315-0.040166i,0.02726+0.07054i,-0.28189-0.92657i,-0.0022544-0.076886i,-0.043166+0.066624i,-0.13891+0.1133i,0.048974-0.043124i,-0.052215+0.052488i,-0.080183+0.035823i
-0.01615+0.0067949i,0.018179-0.0082789i,-0.021086+0.010491i,0.025735-0.014112i,-0.034711+0.021076i,0.060592-0.040225i,-0.80219+0.53782i,-0.070827+0.032393i,0.073596+0.014681i,0.14863+0.11266i,-0.057306-0.044992i,0.06856+0.044682i,0.061385+0.044621i
0.0087893+0.018628i,-0.010717-0.020414i,0.013599+0.022858i,-0.018345-0.026588i,0.027579+0.033507i,-0.053502-0.053004i,0.74932+0.61342i,0.054758+0.049523i,-0.0093794-0.065026i,0.072174-0.1838i,-0.030932+0.078684i,0.025592-0.091081i,0.0094735-0.060496i
0.020916-0.016775i,-0.022348+0.019352i,0.024157-0.02307i,-0.026677+0.028994i,0.030953-0.04021i,-0.042323+0.071189i,0.37071-0.90287i,0.022157-0.061255i,-0.049731+0.020451i,-0.20724-0.013074i,0.095619-0.0001251i,-0.10686+0.012062i,-0.045008+0.0094204i
-0.029086-0.016729i,0.032391+0.017387i,-0.036954-0.018066i,0.043907+0.018768i,-0.056527-0.019568i,0.09025+0.021248i,-0.98294-0.087165i,-0.053134-0.00088674i,0.019818+0.0397i,0.057836+0.20534i,-0.04291-0.09369i,0.06152+0.099916i,0.011409+0.032988i
-0.0031136+0.03918i,0.0024723-0.042906i,-0.0014353+0.047889i,-0.00034371-0.055222i,0.0037846+0.068072i,-0.012758-0.10144i,0.21627+0.9741i,0.0072305+0.040076i,0.041376-0.017581i,0.17211-0.12416i,-0.066384+0.081603i,0.063586-0.10429i,0.034866-0.0098027i
0.039851-0.016748i,-0.043296+0.01897i,0.047834-0.022011i,-0.054407+0.026545i,0.065774-0.034414i,-0.095111+0.053814i,0.86783-0.509i,0.033449-0.0048568i,-0.025294-0.050741i,-0.16844-0.11449i,0.099233+0.020972i,-0.1209-0.0070101i,-0.02054-0.045561i
-0.034913-0.028202i,0.038492+0.030534i,-0.04324-0.033629i,0.050091+0.03818i,-0.061648-0.046264i,0.089691+0.068011i,-0.75526-0.66963i,-0.0022985-0.038363i,-0.055717+0.047336i,-0.049472+0.18204i,-0.024724-0.088516i,0.048676+0.10328i,-0.048182+0.048865i
-0.0079438+0.043388i,0.0085943-0.047615i,-0.0095612+0.053204i,0.011215-0.061261i,-0.014746+0.0749i,0.026301-0.1084i,-0.40149+0.92327i,-0.050007+0.010115i,0.077011+0.044348i,0.1697-0.0052555i,-0.056757+0.052719i,0.060221-0.082276i,0.083563+0.026777i
0.039033-0.012597i,-0.043007+0.013669i,0.048348-0.014901i,-0.056221+0.016281i,0.069952-0.017613i,-0.10501+0.017305i,0.99426+0.097391i,0.031465+0.056818i,0.013232-0.10016i,-0.040924-0.14571i,0.055531+0.021389i,-0.084737-0.012286i,-0.020791-0.10306i
-0.02547-0.02537i,0.027802+0.028391i,-0.030714-0.032619i,0.034544+0.039162i,-0.040108-0.051245i,0.050501+0.084105i,-0.20607-0.96642i,0.04836-0.059438i,-0.10394+0.029565i,-0.12429+0.061289i,-0.00088761-0.040005i,0.020619+0.063565i,-0.089457+0.078937i
-0.016902+0.027175i,0.017523-0.029964i,-0.018044+0.033847i,0.018281-0.039874i,-0.017724+0.051176i,0.014174-0.082853i,0.097929+0.96808i,0.027014+0.069193i,0.0080524-0.057967i,0.1822-0.1199i,-0.10009+0.046081i,0.11568-0.038218i,0.029057+0.086736i
0.031524+7.3637e-05i,-0.034419+0.00063757i,0.038339-0.0018341i,-0.044237+0.0040155i,0.054957-0.0086233i,-0.084274+0.022284i,0.89618-0.39388i,0.056511-0.032855i,-0.055235-0.0064631i,-0.16751-0.12711i,0.075296+0.065493i,-0.074568-0.079706i,0.066757-0.075634i
-0.014265-0.025221i,0.016115+0.027507i,-0.018778-0.030601i,0.023027+0.035257i,-0.0311-0.043759i,0.053454+0.06728i,-0.65066-0.73131i,-0.039306-0.051583i,-0.00087254+0.062268i,-0.06653+0.1873i,0.030003-0.081378i,-0.040952+0.085176i,-0.10254-0.019344i
-0.013797+0.020345i,0.015092-0.022785i,-0.016877+0.026249i,0.019636-0.031703i,-0.024872+0.041974i,0.040131-0.07039i,-0.49563+0.83836i,-0.047055+0.053017i,0.070022-0.016324i,0.1872+0.013837i,-0.074227-0.0062942i,0.080478+0.013853i,0.035298+0.095496i
0.018511+0.0046596i,-0.020985-0.0050221i,0.02456+0.0055278i,-0.030306-0.0063482i,0.041369+0.0080702i,-0.072729-0.01392i,0.9412+0.21982i,0.071471+0.033288i,-0.042409-0.066872i,-0.028608-0.17942i,0.0054191+0.067888i,-0.00094448-0.075715i,0.058947-0.072861i
0.0018777-0.014297i,-0.0016274+0.016538i,0.0011983-0.019853i,-0.00043714+0.025314i,-0.0010334-0.036102i,0.0045962+0.067486i,-0.066407-0.95759i,0.0064275-0.084656i,-0.047526+0.066152i,-0.17067+0.067859i,0.06963-0.015427i,-0.078705+0.014446i,-0.07993-0.012824i
-0.013923-0.0035568i,0.016+0.0029487i,-0.019059-0.0018788i,0.024079-0.00011514i,-0.033992+0.0043387i,0.062978-0.01666i,-0.89447+0.34023i,-0.082338+0.027695i,0.07577+0.017373i,0.11201+0.15729i,-0.035031-0.074579i,0.03869+0.083855i,0.020649+0.061467i
-0.0035874+0.019428i,0.0025814-0.021527i,-0.00085679+0.024466i,-0.00232-0.02905i,0.0090716+0.037703i,-0.029231-0.062236i,0.58548+0.76034i,0.056639+0.061785i,-0.010788-0.067399i,0.12871-0.16125i,-0.069628+0.066421i,0.076602-0.075454i,0.03588-0.031091i
0.026896-0.0035004i,-0.029002+0.0052022i,0.031743-0.0078629i,-0.035681+0.012431i,0.042512-0.021669i,-0.060599+0.048502i,0.56223-0.78776i,0.030482-0.069328i,-0.048106+0.025386i,-0.20481-0.076696i,0.099223+0.043826i,-0.1125-0.045115i,-0.025404-0.021338i
-0.018017-0.029056i,0.020687+0.030782i,-0.024521-0.032852i,0.030606+0.035525i,-0.042105-0.039602i,0.073883+0.049224i,-0.92994-0.30841i,-0.063407-0.0018179i,0.02404+0.031258i,-0.0037891+0.22638i,-0.0021259-0.11637i,0.0090905+0.13033i,-0.022951+0.020972i
-0.020488+0.034153i,0.021196-0.037713i,-0.021865+0.042552i,0.02241-0.049802i,-0.022645+0.062743i,0.022087-0.096837i,-0.0143+0.99234i,0.013382+0.046857i,0.027373-0.015278i,0.21425-0.075238i,-0.1054+0.054123i,0.11498-0.069318i,0.031609+0.029756i
0.043363+0.0018269i,-0.047247-0.00097659i,0.052379-0.00035581i,-0.059823+0.0026015i,0.072669-0.0069343i,-0.10556+0.01845i,0.95878-0.2935i,0.032664-0.013705i,-0.012693-0.036757i,-0.14023-0.16943i,0.092175+0.06742i,-0.11235-0.068175i,0.023558-0.056253i
-0.019997-0.039834i,0.022501+0.043171i,-0.025908-0.047544i,0.030964+0.053839i,-0.039733-0.064659i,0.061474+0.092467i,-0.57923-0.82496i,-0.007688-0.030127i,-0.049057+0.025478i,-0.10607+0.17648i,0.017506-0.10233i,-0.00764+0.12202i,-0.078492+0.006605i
-0.024367+0.035739i,0.026366-0.039427i,-0.029032+0.04433i,0.03298-0.051434i,-0.040068+0.063502i,0.059425-0.093113i,-0.60374+0.8062i,-0.038713+0.0076401i,0.051786+0.050118i,0.18239+0.043563i,-0.085004+0.024009i,0.098757-0.042839i,0.054596+0.07746i
0.039414+0.004002i,-0.04345-0.0043132i,0.04884+0.0048373i,-0.056715-0.0058563i,0.070269+0.0083062i,-0.10424-0.017138i,0.94705+0.32351i,0.020969+0.048633i,0.031548-0.079478i,-0.0042056-0.16889i,0.043537+0.054205i,-0.067118-0.05864i,0.042725-0.099039i
-0.012366-0.031737i,0.013541+0.035311i,-0.014953-0.040203i,0.016675+0.04757i,-0.018778-0.060739i,0.020937+0.095257i,0.020058-0.99049i,0.047722-0.044908i,-0.093772+0.0034806i,-0.15114+0.035648i,0.028115-0.041631i,-0.022775+0.065174i,-0.11597+0.017121i
-0.021179+0.015809i,0.022285-0.017909i,-0.02351+0.021026i,0.0249-0.026205i,-0.026628+0.036588i,0.029818-0.067358i,-0.11254+0.95465i,0.0085982+0.086392i,0.023762-0.069667i,0.19971-0.060005i,-0.1018+0.0017517i,0.10993+0.018578i,-0.016474+0.10198i
0.023988+0.0086593i,-0.026499-0.008689i,0.030045+0.0084792i,-0.035646-0.0077512i,0.046365+0.0057182i,-0.077052+0.0010909i,0.94922-0.18712i,0.074864-0.022484i,-0.066928-0.015417i,-0.11882-0.16356i,0.037934+0.083345i,-0.023712-0.095595i,0.1026-0.038223i
-0.0043047-0.022276i,0.0053571+0.02453i,-0.0069915-0.027689i,0.0097886+0.032643i,-0.015427-0.042084i,0.031669+0.069161i,-0.46967-0.84622i,-0.034271-0.069122i,-0.0064126+0.0724i,-0.11475+0.15425i,0.057603-0.054941i,-0.071573+0.046199i,-0.084032-0.069579i
-0.014385+0.011077i,0.015928-0.012811i,-0.018129+0.015384i,0.021662-0.019622i,-0.028593+0.027938i,0.049158-0.051676i,-0.66008+0.70143i,-0.064228+0.051689i,0.079798-0.012218i,0.17013+0.067541i,-0.058517-0.038404i,0.054588+0.053052i,-0.017511+0.10084i
0.010358+0.0073272i,-0.012266-0.008112i,0.015155+0.0092572i,-0.020014-0.011157i,0.029765+0.015059i,-0.058296-0.027357i,0.86024+0.41684i,0.074426+0.050765i,-0.040393-0.0778i,0.026912-0.17714i,-0.028945+0.061466i,0.043543-0.062496i,0.085053-0.029478i
0.0061591-0.006645i,-0.0064529+0.0084414i,0.0068107-0.011259i,-0.0073158+0.01616i,0.008292-0.026306i,-0.011708+0.056868i,0.14496-0.93808i,0.023008-0.093598i,-0.059049+0.068349i,-0.18304+0.012536i,0.072699+0.020736i,-0.079215-0.033694i,-0.052959-0.050948i
-0.0065426-0.010283i,0.0082922+0.010357i,-0.011038-0.010224i,0.01582+0.0096515i,-0.025763-0.0080124i,0.055948+0.0026738i,-0.93693+0.13193i,-0.097739+0.015405i,0.083178+0.02645i,0.059777+0.18577i,0.0013333-0.089535i,-0.0099537+0.10114i,-0.02022+0.051134i
-0.013889+0.01356i,0.013737-0.015518i,-0.013119+0.018402i,0.011507-0.023148i,-0.0073742+0.032565i,-0.0062853-0.060291i,0.39663+0.86188i,0.052431+0.081136i,-0.0077832-0.07794i,0.17439-0.11772i,-0.098803+0.034754i,0.11308-0.033212i,0.038145+0.0071097i
0.025086+0.010263i,-0.027371-0.0095467i,0.03046+0.0081034i,-0.035103-0.0051462i,0.043544-0.0016274i,-0.066743+0.022983i,0.71673-0.63441i,0.048623-0.074705i,-0.05695+0.029769i,-0.17772-0.1373i,0.079839+0.086086i,-0.086412-0.098763i,0.0093857-0.032493i
-0.0030608-0.033733i,0.0047732+0.036076i,-0.00747-0.039016i,0.012138+0.043043i,-0.021664-0.049628i,0.049619+0.066045i,-0.82767-0.50527i,-0.07597-0.013361i,0.033097+0.033416i,-0.072068+0.22252i,0.04672-0.11616i,-0.053216+0.12896i,-0.042817-0.011338i
-0.032212+0.021908i,0.033974-0.024784i,-0.036016+0.028851i,0.038511-0.035216i,-0.042004+0.047095i,0.049399-0.079652i,-0.23711+0.95439i,0.011056+0.061059i,0.020915-0.023114i,0.23579-0.010235i,-0.12649+0.0092094i,0.14099-0.011636i,0.0034259+0.061081i
0.037608+0.018424i,-0.041312-0.018897i,0.046296+0.019237i,-0.053682-0.019269i,0.066726+0.01854i,-0.1008-0.015288i,0.99274-0.066685i,0.042626-0.018884i,-0.013331-0.024445i,-0.089374-0.21217i,0.061584+0.10519i,-0.072412-0.11597i,0.068049-0.038462i
-0.0027317-0.042305i,0.0039297+0.04606i,-0.0057083-0.051012i,0.0085837+0.058186i,-0.01398-0.070564i,0.028189+0.10232i,-0.37315-0.92968i,-0.015307-0.032782i,-0.037179+0.016287i,-0.16073+0.14644i,0.062097-0.091781i,-0.065194+0.10742i,-0.079887-0.047348i
-0.033888+0.022142i,0.036811-0.024834i,-0.040673+0.028497i,0.046291-0.033941i,-0.056086+0.043436i,0.081709-0.067238i,-0.76837+0.64384i,-0.035265+0.012243i,0.035041+0.045162i,0.17359+0.099736i,-0.093396-0.016695i,0.10889+0.011087i,0.0016426+0.10421i
0.032013+0.017223i,-0.035542-0.018735i,0.040296+0.020798i,-0.047299-0.023941i,0.05945+0.029789i,-0.090031-0.046395i,0.84526+0.52938i,0.01976+0.043436i,0.036788-0.061052i,0.045969-0.17677i,0.013795+0.075073i,-0.026248-0.086281i,0.093469-0.061141i
0.00088267-0.03046i,-0.00092535+0.034029i,0.0010849-0.038908i,-0.0015542+0.046234i,0.0030089-0.059259i,-0.0091717+0.093069i,0.24474-0.95753i,0.045367-0.038966i,-0.079845-0.010634i,-0.16966-0.0057513i,0.053675-0.024278i,-0.058637+0.040317i,-0.1047-0.047536i
-0.018628+0.0052311i,0.019792-0.0066791i,-0.021236+0.0090425i,0.023217-0.01332i,-0.026567+0.022524i,0.035651-0.051206i,-0.3084+0.8985i,-0.020509+0.096023i,0.049979-0.073906i,0.19414-0.0024267i,-0.082214-0.03556i,0.076104+0.061835i,-0.065446+0.089549i
0.014456+0.011219i,-0.016444-0.011613i,0.019428+0.011969i,-0.024447-0.012227i,0.034641+0.012272i,-0.065227-0.011926i,0.95595+0.019482i,0.090494-0.00082213i,-0.076173-0.03531i,-0.063938-0.17845i,-0.0011018+0.080165i,0.025428-0.081977i,0.11321+0.014413i
0.0011935-0.015605i,-0.00066638+0.017571i,-0.00023482-0.020477i,0.0018852+0.025302i,-0.0053417-0.035013i,0.015327+0.064098i,-0.27397-0.91672i,-0.018851-0.087644i,-0.021738+0.083785i,-0.14544+0.10859i,0.067183-0.020038i,-0.075282-0.0012084i,-0.040687-0.10278i
