0.038916-0.037016i,-0.043957+0.040462i,0.051509-0.045264i,-0.064393+0.052804i,0.091964-0.06754i,-0.1916+0.11621i,-0.78185+0.32803i,0.15234-0.029541i,-0.20987+0.019463i,-0.17416+0.052541i,0.07169-0.042571i,-0.18931+0.063046i,0.013629-0.051762i
-0.0088516+0.033166i,0.0063743-0.036884i,-0.0018411+0.042263i,-0.0072769-0.051085i,0.029464+0.069177i,-0.11713-0.13187i,-0.77829-0.4608i,0.20752+0.069616i,-0.26986-0.075835i,-0.083272-0.070217i,-0.032214+0.033905i,0.18991-0.01872i,-0.038783+0.032967i
0.0028209-0.03272i,1.8696e-05+0.036248i,-0.004973-0.041371i,0.014594+0.049834i,-0.037408-0.067391i,0.12595+0.12916i,0.76941+0.46331i,-0.19606-0.076107i,0.25146+0.096076i,0.08433+0.089277i,0.023301-0.037327i,-0.17247-0.0090518i,0.023768-0.034799i
0.0041239+0.032225i,-0.0073967-0.035589i,0.012857+0.040491i,-0.023084-0.048642i,0.046657+0.06573i,-0.13625-0.12667i,-0.75879-0.46545i,0.18238+0.081949i,-0.22905-0.11467i,-0.085009-0.10771i,-0.012521+0.041449i,0.14681+0.033591i,-0.0058489+0.039512i
-0.011476-0.031812i,0.015217+0.035051i,-0.021227-0.039782i,0.032115+0.047688i,-0.056521-0.064396i,0.14727+0.12463i,0.74726+0.46694i,-0.16745-0.086789i,0.20386+0.13103i,0.084209+0.12563i,0.001398-0.046727i,-0.11539-0.053166i,-0.012048-0.047891i
0.018699+0.031447i,-0.022906-0.034599i,0.029464+0.039208i,-0.041017-0.046933i,0.066266+0.06335i,-0.1582-0.12301i,-0.73576-0.46781i,0.15233+0.090631i,-0.17724-0.14499i,-0.080791-0.14267i,0.0084536+0.052978i,0.081038+0.06704i,0.026861+0.059369i
-0.025326-0.030943i,0.029963+0.034032i,-0.03703-0.038551i,0.049205+0.046142i,-0.075252-0.062334i,0.16833+0.12153i,0.72507+0.46838i,-0.13794-0.093809i,0.15037+0.15683i,0.073833+0.15803i,-0.015664-0.05942i,-0.046398-0.075446i,-0.036091-0.072119i
0.031034+0.030011i,-0.036042-0.033037i,0.043554+0.037472i,-0.056279-0.044943i,0.083044+0.060942i,-0.17718-0.11972i,-0.71573-0.46914i,0.12491+0.096885i,-0.12416-0.16706i,-0.062855-0.17061i,0.019386+0.06487i,0.013567+0.079368i,0.038373+0.083479i
-0.035689-0.028344i,0.041005+0.031282i,-0.048887-0.035609i,0.062079+0.042939i,-0.089469-0.058731i,0.18456+0.1171i,0.70797+0.47064i,-0.11352-0.10048i,0.099066+0.17634i,0.047934+0.17926i,-0.019451-0.068036i,0.016164-0.080156i,-0.033774-0.09058i
0.039348+0.025703i,-0.044913-0.028507i,0.053101+0.032678i,-0.066685-0.039818i,0.094617+0.055357i,-0.19057-0.11329i,-0.70167-0.47334i,0.10365+0.1051i,-0.075127-0.18518i,-0.029694-0.18306i,0.016358+0.067846i,-0.042349+0.079103i,0.023767+0.091046i
-0.042212-0.021996i,0.047984+0.02461i,-0.056433-0.028565i,0.070361+0.035451i,-0.09878-0.050671i,0.19554+0.10811i,0.69647+0.47743i,-0.094913-0.11096i,0.052062+0.19381i,0.0091754+0.18151i,-0.011111-0.063729i,0.065207-0.077067i,-0.010864-0.08359i
0.044551+0.01732i,-0.050514-0.019693i,0.059206+0.023376i,-0.073458-0.029948i,0.10235+0.04479i,-0.19989-0.10168i,-0.69188-0.48277i,0.086786+0.11793i,-0.029446-0.20204i,0.012391-0.17467i,0.0049468+0.055779i,-0.085288+0.074247i,-0.0019896+0.068366i
-0.04662-0.011962i,0.052776+0.01406i,-0.061715-0.017435i,0.076301+0.023659i,-0.10567-0.038091i,0.20403+0.094416i,0.68748+0.48891i,-0.078796-0.1255i,0.0069181+0.20931i,-0.033846+0.16319i,0.00099817-0.044763i,0.10309-0.070156i,0.012116-0.046981i
0.048572+0.0063553i,-0.054936-0.0081739i,0.064141+0.01124i,-0.079086-0.017119i,0.10897+0.031158i,-0.20818-0.086957i,-0.68301-0.49515i,0.070685+0.13287i,0.015634-0.2147i,0.054337-0.14816i,-0.005975+0.031973i,-0.11867+0.063804i,-0.017737+0.022185i
0.034304-0.019043i,-0.035294+0.023895i,0.035842-0.031479i,-0.035122+0.044838i,0.030139-0.073927i,-0.0013666+0.17907i,0.35078+0.83414i,-0.14673-0.16782i,0.22979+0.1752i,0.070087+0.053863i,0.039732+0.0046701i,-0.19729-0.040893i,0.053686-0.0017024i
-0.033331+0.021203i,0.034201-0.025992i,-0.034593+0.033463i,0.033656-0.04663i,-0.028345+0.075392i,-0.0010433-0.17993i,-0.34933-0.83372i,0.14231+0.17024i,-0.21633-0.18939i,-0.056346-0.073769i,-0.043997+0.0015794i,0.19098+0.064433i,-0.059011+0.006193i
0.030595-0.023272i,-0.031228+0.028001i,0.031326-0.035368i,-0.030008+0.048359i,0.024169-0.076819i,0.0060908+0.1808i,0.3449+0.83321i,-0.13435-0.17233i,0.19759+0.20209i,0.044409+0.091601i,0.044153-0.0070394i,-0.17403-0.08617i,0.057677-0.0094979i
-0.026246+0.025515i,0.026535-0.030217i,-0.026215+0.03752i,0.024369-0.050387i,-0.01782+0.078618i,-0.01354-0.18215i,-0.33776-0.83204i,0.12316+0.17343i,-0.17412-0.21235i,-0.034161-0.10804i,-0.040569+0.012863i,0.14756+0.10346i,-0.050304+0.014037i
0.020628-0.028123i,-0.020492+0.032848i,0.019658-0.040151i,-0.017171+0.052976i,0.0097765-0.081086i,0.02286+0.18432i,0.3285+0.82981i,-0.10947-0.17302i,0.14688+0.21944i,0.024987+0.12357i,0.03427-0.019912i,-0.11376-0.11421i,0.038805-0.021635i
-0.014211+0.031141i,0.013603-0.03595i,-0.012202+0.043326i,0.0090108-0.056202i,-0.00069267+0.084317i,-0.033319-0.18742i,-0.31796-0.82637i,0.094236+0.17091i,-0.11718-0.22299i,-0.015949-0.13826i,-0.026714+0.028509i,0.075527+0.11725i,-0.025928+0.032999i
0.0075071-0.034443i,-0.0064188+0.039387i,0.0044411-0.046903i,-0.00053445+0.059918i,-0.0087215-0.088155i,0.044129+0.1913i,0.30703+0.8219i,-0.078517-0.16727i,0.086416+0.22312i,0.0060326+0.15174i,0.019468-0.03832i,-0.036048-0.11249i,0.014601-0.047485i
-0.00097352+0.037742i,-0.00057087-0.042854i,0.003096+0.050554i,-0.0076833-0.063769i,0.017835+0.092213i,-0.054589-0.19553i,-0.2965-0.81685i,0.063241+0.16262i,-0.055846-0.22036i,0.0055896-0.16314i,-0.013877+0.048405i,-0.0017425+0.10093i,-0.0072402+0.063191i
-0.0050654-0.040646i,0.007019+0.04593i,-0.010036-0.053825i,0.015238+0.067261i,-0.026206-0.095953i,0.064208+0.19952i,0.28693+0.8119i,-0.049067-0.15769i,0.026424+0.21554i,-0.019341+0.17135i,0.010782-0.05741i,0.03557-0.084351i,0.0051803-0.07738i
0.010462+0.042745i,-0.01277-0.048175i,0.016214+0.056239i,-0.021953-0.069875i,0.033641+0.098802i,-0.072775-0.20262i,-0.27856-0.80776i,0.036292+0.15332i,0.0013204-0.20962i,0.035124-0.17519i,-0.010365+0.063874i,-0.064075+0.064948i,-0.0083702+0.087107i
-0.015246-0.043699i,0.017858+0.049221i,-0.021671-0.057399i,0.027876+0.071176i,-0.0402-0.10028i,0.080356+0.20431i,0.27132+0.80503i,-0.024851-0.15018i,-0.027285+0.2034i,-0.052323+0.17372i,0.012157-0.066558i,0.086852-0.044839i,0.015404-0.089922i
0.019583+0.043319i,-0.022465-0.048866i,0.026607+0.057082i,-0.033231-0.07092i,0.04613+0.10012i,-0.087232-0.20429i,-0.2649-0.80406i,0.014404+0.1487i,0.051691-0.19743i,0.069945-0.16642i,-0.015197+0.06474i,-0.10428+0.02567i,-0.023879+0.084469i
-0.023696-0.041615i,0.026836+0.047116i,-0.031292-0.055295i,0.038314+0.069112i,-0.051764-0.098326i,0.093774+0.20254i,0.25886+0.80485i,-0.0044889-0.1489i,-0.07491+0.19179i,-0.086834+0.15337i,0.018306-0.058376i,0.11716-0.0083535i,0.030998-0.070839i
0.027784+0.038797i,-0.031188-0.044196i,0.035963+0.052277i,-0.043391-0.066008i,0.057396+0.095167i,-0.10031-0.19938i,-0.25285-0.80709i,-0.0053007+0.15042i,0.097259-0.18618i,0.10194-0.13524i,-0.020419+0.048123i,-0.12635-0.0069871i,-0.034266+0.050588i
-0.031939-0.035232i,0.035622+0.040499i,-0.040735-0.04845i,0.048589+0.062066i,-0.06317-0.091144i,0.10701+0.19533i,0.24669+0.81017i,0.015157-0.15262i,-0.11881+0.17994i,-0.11453+0.11317i,0.020867-0.035191i,0.13236+0.020861i,0.032115-0.026424i
0.036099+0.031373i,-0.040074-0.036508i,0.045539+0.044334i,-0.053836-0.057846i,0.069009+0.086865i,-0.11379-0.19108i,-0.24046-0.81337i,-0.024954+0.15468i,0.13927-0.17227i,0.12437-0.088537i,-0.019572+0.021072i,-0.13511-0.034089i,-0.024313+0.0016228i
0.040869+0.00080552i,-0.044738+0.0027103i,0.049944-0.0086974i,-0.057691+0.020083i,0.071672-0.046608i,-0.11309+0.14807i,-0.22455+0.86831i,-0.019627-0.21423i,0.087204+0.26787i,0.030177+0.090383i,0.027331+0.020057i,-0.12023-0.15127i,0.047445+0.017162i
-0.04088+0.0015439i,0.044599-0.0050767i,-0.049595+0.011062i,0.057038-0.022417i,-0.070546+0.048863i,0.1111-0.15019i,0.22605-0.86719i,0.014077+0.21369i,-0.06752-0.27192i,-0.0081869-0.099186i,-0.033723-0.017019i,0.098858+0.16312i,-0.054736-0.017233i
0.039357-0.0046488i,-0.042829+0.0082595i,0.047504-0.014317i,-0.054513+0.025732i,0.067393-0.052219i,-0.10689+0.15357i,-0.23+0.86455i,-0.0057227-0.21117i,0.044267+0.27208i,-0.011078+0.10695i,0.03622+0.012711i,-0.070437-0.1676i,0.055443+0.015347i
-0.036561+0.0086733i,0.039712-0.01244i,-0.043982+0.018664i,0.050459-0.030257i,-0.062597+0.056936i,0.1009-0.15852i,0.2359-0.86004i,-0.004815+0.20622i,-0.018372-0.26779i,0.028042-0.11424i,-0.035707-0.0063022i,0.037331+0.16319i,-0.051244-0.00961i
0.032886-0.013623i,-0.035674+0.01763i,0.039492-0.024121i,-0.045384+0.036017i,0.056721-0.063048i,-0.093767+0.16509i,-0.24303+0.8536i,0.016664-0.19875i,-0.008943+0.2589i,-0.043475+0.12122i,0.033501-0.0024729i,-0.0025209-0.14941i,0.044681-0.00073917i
-0.028768+0.019317i,0.031185-0.023637i,-0.034544+0.030486i,0.039849-0.042797i,-0.050386+0.070327i,0.086183-0.17302i,0.25058-0.84548i,-0.028874+0.18906i,0.036368-0.24576i,0.058244-0.12755i,-0.03104+0.0132i,-0.030872+0.12691i,-0.038513+0.015085i
0.024597-0.025402i,-0.026664+0.030085i,0.029595-0.037354i,-0.034351+0.05016i,0.044143-0.078297i,-0.078765+0.18179i,-0.25784+0.83627i,0.040608-0.17781i,-0.062731+0.22915i,-0.073055+0.13243i,0.029544-0.024833i,0.060085-0.097449i,0.035025-0.031534i
-0.020634+0.031408i,0.022395-0.036471i,-0.02495+0.044184i,0.029225-0.057521i,-0.038358+0.086317i,0.071927-0.1907i,0.26436-0.82676i,-0.051298+0.16589i,0.087185-0.21018i,0.08824-0.13475i,-0.029739+0.035901i,-0.083133+0.063574i,-0.035467+0.047322i
0.016977-0.03684i,-0.01848+0.042263i,0.020718-0.050401i,-0.024587+0.064254i,0.033161-0.093703i,-0.06581+0.19899i,-0.26995+0.81781i,0.06073-0.15431i,-0.10931+0.19007i,-0.10364+0.13334i,0.031711-0.044805i,0.099058-0.028202i,0.039744-0.059455i
-0.013554+0.041264i,0.014838-0.046996i,-0.01681+0.055504i,0.020339-0.069815i,-0.028441+0.099858i,0.060291-0.206i,0.27476-0.81016i,-0.069041+0.14391i,0.12911-0.16993i,0.11862-0.12726i,-0.034906+0.050169i,-0.10795-0.0058786i,-0.046448+0.065403i
0.010171-0.044395i,-0.011259+0.050365i,0.012994-0.059163i,-0.016223+0.073845i,0.023908-0.10439i,-0.055045+0.21128i,-0.27915+0.80432i,0.076638-0.1353i,-0.14692+0.15056i,-0.13217+0.11597i,0.038298-0.051122i,0.11074+0.036446i,0.053213-0.063704i
-0.0065831+0.046147i,0.007475-0.052276i,-0.0089769+0.061278i,0.011914-0.076232i,-0.019202+0.10717i,0.049666-0.2147i,0.28359-0.80043i,-0.084034+0.12867i,0.16323-0.13234i,0.1432-0.09953i,-0.040666+0.047485i,-0.10888-0.062125i,-0.057315+0.054322i
0.0025868-0.046633i,-0.0032632+0.052851i,0.004512-0.06198i,-0.0071394+0.077122i,0.014017-0.10835i,-0.043809+0.21642i,-0.28846+0.79833i,0.091679-0.12385i,-0.17847+0.11522i,-0.15071+0.078572i,0.04092-0.039785i,0.10385+0.082461i,0.056362-0.038671i
0.0019047+0.046132i,-0.0014739-0.052391i,0.00051048+0.061593i,0.0017733-0.076865i,-0.0082084+0.10833i,0.037305-0.21688i,0.29396-0.79754i,-0.099791+0.12033i,0.19279-0.098773i,0.15409-0.054207i,-0.038396+0.029116i,-0.0968-0.097777i,-0.048924+0.019306i
-0.0068103-0.045012i,0.0066527+0.05129i,-0.0060045-0.060544i,0.0040954+0.075924i,0.0018681-0.10761i,-0.030252+0.21662i,-0.29999+0.79746i,0.10826-0.11744i,-0.20603+0.082412i,-0.15326+0.027798i,0.033045-0.016876i,0.088281+0.10886i,0.034926+0.00065238i
0.011873+0.043642i,-0.012-0.049945i,0.011678+0.059258i,-0.010153-0.074761i,0.0046649+0.10669i,0.023018-0.2162i,0.30614-0.79748i,-0.11661+0.11454i,0.2176-0.065568i,0.14865-0.00070264i,-0.025472+0.0044365i,-0.078149-0.11657i,-0.015738-0.018222i
0.035495+0.021262i,-0.040919-0.020618i,0.048943+0.018805i,-0.062316-0.014229i,0.089917+0.0013995i,-0.18497+0.054282i,-0.70007+0.54742i,0.10716-0.17622i,-0.079635+0.26095i,-0.02619+0.10061i,0.011012+0.022765i,0.0072483-0.18065i,0.036053+0.030421i
-0.036351-0.019221i,0.041643+0.018474i,-0.049475-0.016538i,0.062561+0.01181i,-0.089709+0.0012307i,0.18396-0.057304i,0.70133-0.54556i,-0.11206+0.1725i,0.098802-0.25301i,0.048693-0.095692i,-0.017442-0.02348i,-0.031159+0.17375i,-0.041546-0.035635i
0.036283+0.015847i,-0.041392-0.0149i,0.048975+0.012729i,-0.06171-0.0077098i,0.088336-0.005714i,-0.18171+0.062405i,-0.7039+0.54128i,0.11831-0.1658i,-0.11889+0.24014i,-0.068161+0.091128i,0.021163+0.021336i,0.056171-0.15753i,0.041997+0.036057i
-0.035605-0.011117i,0.040508+0.0098693i,-0.047818-0.0073428i,0.060179+0.0018895i,-0.086264+0.012098i,0.17875-0.069642i,0.70717-0.53454i,-0.12515+0.15606i,0.13883-0.2223i,0.085259-0.087248i,-0.023353-0.016027i,-0.079591+0.13207i,-0.039809-0.030754i
0.03467+0.0052075i,-0.039374-0.0035694i,0.046424+0.00058105i,-0.058432+0.0054362i,0.084009-0.020149i,-0.17567+0.07876i,-0.71045+0.5256i,0.13177-0.14361i,-0.15749+0.19997i,-0.10076+0.083859i,0.025299+0.0079447i,0.098723-0.098612i,0.037621+0.020202i
-0.033778+0.0015205i,0.038316-0.0036133i,-0.04515+0.0071408i,0.056863-0.013817i,-0.082013+0.029376i,0.17296-0.089215i,0.71317-0.51509i,-0.13747+0.12916i,0.17388-0.17411i,0.11528-0.080283i,-0.028064+0.0018673i,-0.11135+0.059442i,-0.037619-0.0061946i
0.033105-0.008578i,-0.037526+0.011155i,0.044203-0.015258i,-0.055702+0.022639i,0.080531-0.039106i,-0.17092+0.10026i,-0.71499+0.50385i,0.14184-0.11368i,-0.18738+0.14596i,-0.12908+0.07551i,0.03222-0.011919i,0.11613-0.017575i,0.040968-0.0085634i
-0.032659+0.015435i,0.037012-0.018487i,-0.043597+0.023157i,0.054963-0.031236i,-0.079582+0.048608i,0.16956-0.11109i,0.71587-0.49278i,-0.14482+0.09824i,0.19779-0.11693i,0.14195-0.068443i,-0.037696+0.02058i,-0.11284-0.023693i,-0.047515+0.021087i
0.032286-0.021616i,-0.036607+0.0251i,0.043149-0.030288i,-0.054447+0.03901i,0.078948-0.057227i,-0.16866+0.12097i,-0.71608+0.48272i,0.14669-0.083802i,-0.20536+0.088289i,-0.15322+0.058164i,0.043792-0.026422i,0.10232+0.061296i,0.055808-0.02881i
-0.031711+0.026784i,0.036017-0.030633i,-0.042537+0.036262i,0.053802-0.045539i,-0.078238+0.0645i,0.16776-0.12938i,0.71611-0.47424i,-0.14802+0.071056i,0.21067-0.061016i,0.16187-0.044162i,-0.049346+0.028514i,-0.086311-0.092847i,-0.063456+0.03019i
0.030621-0.030789i,-0.034899+0.034925i,0.04139-0.040908i,-0.052619+0.05064i,0.077-0.070226i,-0.16638+0.13612i,-0.71654+0.46761i,0.14946-0.060317i,-0.21443+0.035656i,-0.1668+0.026478i,0.053018-0.026603i,0.067023+0.11693i,0.067725-0.025069i
-0.028748+0.033679i,0.032965-0.038032i,-0.03939+0.044287i,0.050548-0.054378i,-0.074843+0.07448i,0.16406-0.14125i,0.71787-0.46273i,-0.15158+0.051509i,0.2173-0.012306i,0.16706-0.0057145i,-0.053621+0.021139i,-0.046682-0.13316i,-0.066229+0.014704i
0.025958-0.035662i,-0.030063+0.040177i,0.036371-0.046643i,-0.047402+0.057024i,0.071557-0.077558i,-0.16056+0.1451i,-0.72037+0.45924i,0.15473-0.044243i,-0.21968-0.0093062i,-0.16211-0.017076i,0.050419-0.013138i,0.0271+0.14207i,0.057554-0.0014649i
-0.022291+0.037033i,0.026237-0.041681i,-0.032373+0.048324i,0.043222-0.058957i,-0.067179+0.07988i,0.15593-0.14815i,0.72403-0.45662i,-0.15888+0.037956i,0.22159+0.029648i,0.15192+0.040601i,-0.043319+0.0039157i,-0.0093757-0.14476i,-0.041662-0.011733i
0.017981-0.038088i,-0.021733+0.042863i,0.027662-0.049677i,-0.038289+0.060555i,0.062011-0.081861i,-0.15048+0.15085i,-0.72848+0.45438i,0.16366-0.032095i,-0.22263-0.04918i,-0.13709-0.063593i,0.032918+0.0052337i,-0.0062022+0.14248i,0.019972+0.022127i
-0.013417+0.03904i,0.016966-0.043951i,-0.022679+0.050948i,0.033081-0.062087i,-0.056573+0.083793i,0.14478-0.15351i,0.7331-0.45215i,-0.16836+0.026287i,0.22207+0.068154i,0.11866+0.085056i,-0.020384-0.013349i,0.020039-0.13626i,0.0049045-0.027761i
0.020296+0.035465i,-0.025274-0.038133i,0.033065+0.041451i,-0.046837-0.045829i,0.076995+0.052315i,-0.18688-0.065811i,-0.88089+0.0059028i,0.18314-0.072005i,-0.20807+0.16037i,-0.083491+0.077917i,0.0012555+0.014668i,0.11617-0.11785i,0.02319+0.03794i
-0.021635-0.033952i,0.026543+0.036448i,-0.034226-0.039545i,0.047826+0.043622i,-0.07771-0.049665i,0.18714+0.062372i,0.8816-0.0032566i,-0.18577+0.06576i,0.22009-0.14258i,0.09865-0.061599i,-0.0056644-0.018382i,-0.12887+0.095768i,-0.023447-0.045925i
0.022816+0.030941i,-0.027657-0.033165i,0.035237+0.03592i,-0.048678-0.039555i,0.078315+0.044983i,-0.18734-0.056682i,-0.88228-0.0019375i,0.18809-0.056497i,-0.23038+0.12041i,-0.11117+0.047041i,0.0090654+0.018506i,0.13729-0.066486i,0.021395+0.047279i
-0.024137-0.026563i,0.028941+0.02842i,-0.036456-0.030727i,0.049791+0.033792i,-0.079251-0.038449i,0.18798+0.048945i,0.88233+0.0094421i,-0.18939+0.044514i,0.238-0.094367i,0.12183-0.034238i,-0.012647-0.015334i,-0.13936+0.0315i,-0.019661-0.042292i
0.025833+0.021135i,-0.030651-0.022557i,0.038166+0.024337i,-0.051477-0.026737i,0.080873+0.030511i,-0.18947-0.03966i,-0.88128-0.018686i,0.18913-0.030491i,-0.24219+0.065413i,-0.13125+0.022676i,0.017359+0.0098128i,0.1336+0.0067525i,0.02042+0.032609i
-0.028006-0.015113i,0.032901+0.016067i,-0.040493-0.017279i,0.05388+0.018969i,-0.083343-0.021803i,0.19198+0.029537i,0.87891+0.028864i,-0.18702+0.015377i,0.24256-0.034846i,0.1397-0.011483i,-0.02365-0.0033524i,-0.11945-0.045211i,-0.024822-0.020826i
0.030588+0.0090011i,-0.035617-0.0094899i,0.043361+0.01014i,-0.056918-0.011127i,0.086575+0.01303i,-0.19544-0.019359i,-0.87533-0.039084i,0.18317-0.00022067i,-0.23918+0.0040764i,-0.14697-0.00032676i,0.031318-0.0024863i,0.097449+0.080655i,0.03269+0.0098699i
-0.03334-0.00326i,0.038546+0.0033214i,-0.046494-0.0034544i,0.060294+0.0037926i,-0.090244-0.0048315i,0.19948+0.0098389i,0.87092+0.048538i,-0.17802-0.014028i,0.23256+0.025597i,0.15239+0.013595i,-0.03953+0.0063295i,-0.069245-0.11021i,-0.042541-0.0022928i
0.035904-0.0017783i,-0.041301+0.0020829i,0.049477-0.0023945i,-0.063553+0.0026179i,0.093849-0.0023355i,-0.20354-0.001486i,-0.86632-0.056648i,0.1723+0.02668i,-0.22356-0.053183i,-0.15496-0.028783i,0.046996-0.0072857i,0.037307+0.13178i,0.051945-0.00032842i
-0.037882+0.0059608i,0.043454-0.0065603i,-0.051843+0.0072323i,0.066185-0.0079161i,-0.096829+0.008266i,0.20701-0.0054724i,0.86223+0.063152i,-0.16682-0.037414i,0.21318+0.078126i,0.1536+0.045838i,-0.05225+0.0051261i,-0.0045119-0.14434i,-0.058113-0.0022416i
0.038927-0.0093215i,-0.044629+0.01015i,0.053183-0.011104i,-0.067743+0.012154i,0.098688-0.013019i,-0.20931+0.011103i,-0.85929-0.068123i,0.16233+0.046293i,-0.20234-0.10032i,-0.14737-0.064175i,0.053994-0.00030848i,-0.026345+0.148i,0.058596+0.0088595i
-0.038825+0.012046i,0.044594-0.013054i,-0.053244+0.014232i,0.067948-0.015577i,-0.099114+0.016868i,0.21011-0.015712i,0.85791+0.071903i,-0.15931-0.053687i,0.1917+0.12005i,0.13575+0.082788i,-0.051396-0.0061592i,0.053005-0.14382i,-0.05191-0.017301i
0.037549-0.014402i,-0.043318+0.015563i,0.051991-0.016933i,-0.066755+0.018533i,0.098055-0.020199i,-0.20934+0.019731i,-0.85816-0.074976i,0.15789+0.060135i,-0.18153-0.13777i,-0.11879-0.10046i,0.044289+0.012983i,-0.074064+0.13347i,0.037939+0.024823i
-0.035273+0.016648i,0.040986-0.017959i,-0.049619+0.019515i,0.064376-0.021362i,-0.095737+0.023387i,0.20723-0.023578i,0.8598+0.077812i,-0.1578-0.066159i,0.17163+0.15398i,0.097117+0.11604i,-0.033222-0.018906i,0.089081-0.11881i,-0.018024-0.028851i
0.032336-0.018954i,-0.037959+0.020425i,0.046516-0.02218i,-0.061229+0.024286i,0.092613-0.026681i,-0.20428+0.027531i,-0.86228-0.080723i,0.15844+0.072102i,-0.16149-0.16893i,-0.071852-0.12866i,0.019338+0.023023i,-0.098469+0.10144i,-0.0052956+0.027634i
-0.029171+0.02134i,0.034702-0.022986i,-0.043183+0.024955i,0.057854-0.027337i,-0.08927+0.030117i,0.20114-0.031631i,0.8649+0.083755i,-0.15907-0.078004i,0.15037+0.18256i,0.04442+0.13793i,-0.0041287-0.024993i,0.1032-0.082402i,0.02882-0.020693i
0.00075962+0.039511i,-0.0034026-0.044651i,0.007921+0.052033i,-0.016586-0.063914i,0.037037+0.087473i,-0.11661-0.16514i,-0.69435-0.53094i,0.17961+0.053328i,-0.25163+0.0077946i,-0.12344+0.024082i,0.0038078+0.0051269i,0.14929-0.0023306i,0.011034+0.041691i
-0.0022988-0.038434i,0.0049652+0.043373i,-0.0095014-0.050488i,0.018178+0.062002i,-0.038635-0.085019i,0.11827+0.16176i,0.69404+0.5343i,-0.17882-0.060714i,0.25209+0.014424i,0.1262-0.0027975i,-0.0049609-0.010003i,-0.14341-0.02295i,-0.0050682-0.048013i
0.0043508+0.036092i,-0.0070882-0.040748i,0.011701+0.047504i,-0.020463-0.058543i,0.041027+0.080893i,-0.12086-0.15656i,-0.69257-0.53966i,0.17641+0.070341i,-0.24903-0.039208i,-0.12735-0.01563i,0.0067836+0.011461i,0.1308+0.050797i,0.00011895+0.047349i
-0.0071273-0.032744i,0.010003+0.037058i,-0.014774-0.043388i,0.023724+0.053875i,-0.044529-0.075469i,0.12475+0.14996i,0.68953+0.54655i,-0.1719-0.081609i,0.24187+0.065656i,0.12759+0.031579i,-0.010194-0.010322i,-0.11065-0.07901i,0.0015582-0.041224i
0.010698+0.028787i,-0.013787-0.032731i,0.018808+0.038604i,-0.028061-0.048508i,0.049253+0.069313i,-0.13006-0.1426i,-0.68476-0.55421i,0.16512+0.093652i,-0.23043-0.092558i,-0.1273-0.045804i,0.015593+0.0078662i,0.08305+0.10489i,0.0012508+0.032145i
-0.014952-0.024669i,0.018323+0.028251i,-0.023679-0.033678i,0.033339+0.043016i,-0.055056-0.063059i,0.13664+0.13518i,0.67843+0.56186i,-0.15626-0.10551i,0.215+0.1186i,0.12635+0.059196i,-0.022729-0.0055324i,-0.049173-0.1257i,-0.008406-0.02298i
0.019603+0.020798i,-0.023305-0.024056i,0.029055+0.029086i,-0.0392-0.037919i,0.061546+0.057281i,-0.14405-0.12835i,-0.67104-0.56874i,0.1459+0.11631i,-0.19631-0.1426i,-0.12413-0.072527i,0.030709+0.0045794i,0.011193+0.13913i,0.018435+0.016257i
-0.024238-0.01746i,0.028288+0.020454i,-0.034457-0.02516i,0.045123+0.03358i,-0.068149-0.052378i,0.15165+0.12255i,0.66331+0.57436i,-0.13487-0.12546i,0.17544+0.16367i,0.1197+0.086215i,-0.038177-0.0057959i,0.02798-0.14372i,-0.028885-0.01356i
0.028401+0.014768i,-0.032782-0.017565i,0.039354+0.02203i,-0.050526-0.030138i,0.074224+0.048504i,-0.15874-0.11795i,-0.65604-0.57852i,0.12412+0.1327i,-0.15361-0.1814i,-0.11204-0.10019i,0.043604+0.0093223i,-0.065136+0.13915i,0.036915+0.015163i
-0.031681-0.012656i,0.036344+0.015316i,-0.043265-0.019613i,0.054885+0.027502i,-0.079194-0.045554i,0.16466+0.11445i,0.64998+0.58135i,-0.11451-0.13818i,0.13197+0.19581i,0.10024+0.11389i,-0.045628-0.01463i,0.097278-0.12621i,-0.039993-0.019984i
0.033801+0.010912i,-0.038676-0.013477i,0.045866+0.017657i,-0.057845-0.025394i,0.082665+0.043221i,-0.16897-0.11168i,-0.64563-0.58324i,0.10666+0.14232i,-0.11139-0.2073i,-0.083823-0.12634i,0.043355+0.020658i,-0.12208+0.10667i,0.036525+0.025882i
-0.034671-0.0092528i,0.03968+0.011741i,-0.047051-0.015828i,0.059289+0.023444i,-0.084505-0.041093i,0.17152+0.1092i,0.64317+0.5847i,-0.10079-0.14573i,0.092316+0.21648i,0.062846+0.13642i,-0.036567-0.026083i,0.1382-0.082877i,-0.026263-0.03021i
0.034406+0.007412i,-0.039477-0.009816i,0.04695+0.013805i,-0.059354-0.021299i,0.084863+0.038778i,-0.17247-0.10655i,-0.64244-0.58625i,0.096765+0.14897i,-0.074749-0.22396i,-0.037958-0.14305i,0.025771+0.029642i,-0.1454+0.057276i,0.010402+0.030503i
-0.033287-0.0052206i,0.038372+0.0075187i,-0.045889-0.011386i,0.058397+0.018736i,-0.084125-0.036024i,0.17225+0.10346i,0.64297+0.58821i,-0.094077-0.15242i,0.058303+0.23013i,0.010298+0.1455i,-0.012079-0.030444i,0.14443-0.031977i,0.0086742-0.025125i
